INSPECTION_ID,INSPECTION_NUMBER,INSPECTION_LOCATION_ID,INSPECTION_LOCATION_NAME,INSPECTION_LOCATION_STATE_CODE,CATEGORY,SUBCATEGORY,PATHWAY_ID,PATHWAY,ID,COUNTRY_OF_ORIGIN_ID,COUNTRY_OF_ORIGIN_NAME,PROPAGATIVE_MATERIAL_TYPE_ID,PROPAGATIVE_MATERIAL_TYPE,PRODUCER_ID,PRODUCER_NAME,TOTAL_SAMPLING_UNITS,TOTAL_PLANT_QUANTITY,SUBMITTED_DATETIME,REMARKS,CONFIDENCE_LEVEL,RISK_RATING,DETECTION_LEVEL,REQUIRED_NUMBER_OF_BOXES,PULL_NUMBERS,IS_CERTIFIED_OFFSHORE_GREENHOUSE,IS_ACTIVE,CREATED_BY_USER_ID,CREATED_BY_USER_FIRST_NAME,CREATED_BY_USER_MIDDLE_NAME,CREATED_BY_USER_LAST_NAME,CREATED_DATETIME,MODIFIED_BY_USER_ID,MODIFIED_BY_USER_FIRST_NAME,MODIFIED_BY_USER_MIDDLE_NAME,MODIFIED_BY_USER_LAST_NAME,MODIFIED_DATETIME,remarks2,pack_plant
48,48,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Cutting (including air layer),,EXPORTACIONES DE PRODUCTOS GUATE,2,12404,,,,,,3,,,,,,,,,,,,,,,
48,48,,Orlando PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Rooted Plant (including grafted),,Jeong Kwang Jo,2,10855,,,,,,16,,,,,,,,,,,,,,,
48,48,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,China,,Unrooted Plant,,AGROMARIALINDA S A 1-29,1,440,,,,,,12,,,,,,,,,,,,,,,
48,48,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,LOS PINOS POPTUN S.A.,2,2372,,,,,,1,,,,,,,,,,,,,,,
48,48,,Nogales PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,"ORNAMENTALES DEL RIO, S.A.",0,32,,,,,,15,,,,,,,,,,,,,,,
49,49,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Viet Nam,,Unrooted Cutting,,ORNAMENTALES LAS PAVAS S.A REG#3080,1,28,,,,,,12,,,,,,,,,,,,,,,
49,49,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Taiwan,,Rooted Plant (including grafted),,LA FLORESTA ORNAMENTALES SA Box 1-6,0,9,,,,,,6,,,,,,,,,,,,,,,
49,49,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,AARDSE ORCHIDS,12,13421,,,,,,9,,,,,,,,,,,,,,,
49,49,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,AGRO ORIENTE VIVEROS S A C,11,42077,,,,,,1,,,,,,,,,,,,,,,
49,49,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,FLORICULTURA Y COMPANIA LTDA,0,663,,,,,,17,,,,,,,,,,,,,,,
49,49,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Spain,,Unrooted Cutting,,ANNIA FUENTES MARTINEZ 01-06,2,292,,,,,,7,,,,,,,,,,,,,,,
49,49,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Portugal,,Unrooted Cutting,,QUELETZU S A BOX 1-32,65,2993,,,,,,10,,,,,,,,,,,,,,,
49,49,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Mexico,,Unrooted Cutting,,"PALKI,S.A.",0,1132,,,,,,8,,,,,,,,,,,,,,,
49,49,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Netherlands,,Unrooted Plant,,INDUSTRIAS AGRICOLAS 23-32,11,55638,,,,,,4,,,,,,,,,,,,,,,
49,49,,Linden PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,INVERSIONES LUA SA,3,17252,,,,,,25,,,,,,,,,,,,,,,
49,49,,Miami PIS,,,,,Airport - Aircraft - Express Carrier - PIS,,,Thailand,,Unrooted Cutting,,Annia Mayela Fuentes Martinez,1,4184,,,,,,6,,,,,,,,,,,,,,,
49,49,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,Soloverde Limitada,7,4075,,,,,,22,,,,,,,,,,,,,,,
49,49,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Indonesia,,Rooted Plant (including grafted),,Costa Farms LLC,6,8730,,,,,,9,,,,,,,,,,,,,,,
49,49,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,PLANTAS Y FLORES  ORNAMENTALES,3,11080,,,,,,22,,,,,,,,,,,,,,,
49,49,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,HUTA GREEN COMPANY LIMITED,1,15867,,,,,,17,,,,,,,,,,,,,,,
49,49,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Plant,,PALMAS S DE RL,3,8725,,,,,,18,,,,,,,,,,,,,,,
49,49,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Viet Nam,,Unrooted Cutting,,PREMIUM ORNAMENTALES,18,75306,,,,,,7,,,,,,,,,,,,,,,
49,49,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,VITRO PLUS B.V.,1,1,,,,,,7,,,,,,,,,,,,,,,
49,49,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,China,,Unrooted Cutting,,ZHANGZHOU BANROU IMPORT & EXPORT A1-A50,18,48533,,,,,,20,,,,,,,,,,,,,,,
49,49,,Atlanta PIS,,,,,Airport - Aircraft - Express Carrier - PIS,,,Guatemala,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,POPOW ORCHIDS,9,2,,,,,,16,,,,,,,,,,,,,,,
49,49,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Mexico,,Unrooted Cutting,,Same as Shipper,0,9,,,,,,13,,,,,,,,,,,,,,,
49,49,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,Same as Shipper,3,1372,,,,,,28,,,,,,,,,,,,,,,
49,49,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,WASITTEE MUNINTHARAWONG,3,24525,,,,,,26,,,,,,,,,,,,,,,
49,49,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,ORNAMENTALES SAPO VERDE Box 501-532,7,15126,,,,,,3,,,,,,,,,,,,,,,
49,49,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Cutting (including air layer),,FLORAPLANT,3,417,,,,,,22,,,,,,,,,,,,,,,
50,50,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,PLANTAS ORNAMENTALES DE COSTA RICA,42,17719,,,,,,1,,,,,,,,,,,,,,,
50,50,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Italy,,Unrooted Cutting,,PLANT SOURCE INTERNATIONAL MEXIC,55,352852,,,,,,15,,,,,,,,,,,,,,,
50,50,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Israel,,Unrooted Cutting,,LAS LIMAS,8,49195,,,,,,20,,,,,,,,,,,,,,,
50,50,,Orlando PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,SREE BAIRAVA NURSERY,0,1196,,,,,,28,,,,,,,,,,,,,,,
50,50,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,NT ORCHIDS,1,12,,,,,,14,,,,,,,,,,,,,,,
50,50,,Atlanta PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Mexico,,Unrooted Cutting,,KAPOK PLANTS S.A,14,178025,,,,,,21,,,,,,,,,,,,,,,
50,50,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Israel,,Rooted Plant (including grafted),,"Cactus Inter Co., LTD",94,114447,,,,,,17,,,,,,,,,,,,,,,
50,50,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Ethiopia,,Rooted Plant (including grafted),,BEAUTY LINE GUATEMALA,35,6618,,,,,,10,,,,,,,,,,,,,,,
50,50,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Mexico,,Unrooted Cutting,,GUATEXOTIC 1-4,12,31494,,,,,,15,,,,,,,,,,,,,,,
50,50,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,HORTICULTURE PARTNERS LLC DBA,0,301,,,,,,22,,,,,,,,,,,,,,,
50,50,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Kenya,,"Root cutting, crown, or clump, Tuberous Root",,QUELETZU S. A. 2 box,2,2383,,,,,,14,,,,,,,,,,,,,,,
50,50,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Nicaragua,,Unrooted Cutting,,INNOVAPLANT DE COSTA RICA,9,3501,,,,,,19,,,,,,,,,,,,,,,
50,50,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Guatemala,,Rooted Plant (including grafted),,Same as Shipper,1,4399,,,,,,9,,,,,,,,,,,,,,,
50,50,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,COOPEINDIA R.L. BOX 37-57 ,1,434,,,,,,19,,,,,,,,,,,,,,,
50,50,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Taiwan,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,GASAN SOCIEDAD ANONIMA,0,17,,,,,,21,,,,,,,,,,,,,,,
50,50,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,FERTIPLANT B V,0,4325,,,,,,9,,,,,,,,,,,,,,,
50,50,,San Diego PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Netherlands,,Rooted Cutting (including air layer),,NOVACANE COSTA RICA S A,1,261,,,,,,3,,,,,,,,,,,,,,,
50,50,,Miami PIS,,,,,Airport - Aircraft - Express Carrier - PIS,,,Guatemala,,Unrooted Cutting,,SAPO VERDE 1001,39,169,,,,,,27,,,,,,,,,,,,,,,
50,50,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,Not Selected,8,1970,,,,,,9,,,,,,,,,,,,,,,
50,50,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Ethiopia,,Rooted Plant (including grafted),,Ornamentales Sapo Verde Box 8001-8010,13,190,,,,,,3,,,,,,,,,,,,,,,
50,50,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Rooted Plant (including grafted),,PAKKRET FLORICULTURE,5,80369,,,,,,28,,,,,,,,,,,,,,,
50,50,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,China,,Unrooted Cutting,,EAST SEA ORCHIDS CO,13,17276,,,,,,15,,,,,,,,,,,,,,,
50,50,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,India,,Rooted Cutting (including air layer),,FLORAPLANT S A  DE C V,0,36802,,,,,,27,,,,,,,,,,,,,,,
50,50,,Orlando PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Plant,,ZACATE ORNAMENTAL Y DECORATIVO S,61,35781,,,,,,3,,,,,,,,,,,,,,,
50,50,,Orlando PIS,,,,,Airport - Aircraft - Cargo - PIS,,,China,,Unrooted Cutting,,Not Selected,22,150434,,,,,,5,,,,,,,,,,,,,,,
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,INNOVAPLANT DE COSTA RICA,47,61218,,,,,,13,,,,,,,,,,,,,,,
51,51,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Israel,,Unrooted Cutting,,INDUSTRIAS AGRICOLAS CENTRO AMERICANAS,1,7700,,,,,,12,,,,,,,,,,,,,,,
51,51,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,TIGRA VERDE S.A.,4,495,,,,,,25,,,,,,,,,,,,,,,
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Viet Nam,,Rooted Cutting (including air layer),,DONGGUAN,7,5894,,,,,,2,,,,,,,,,,,,,,,
51,51,,Seattle PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Viet Nam,,Rooted Plant (including grafted),,"HUANG,WEI-HSUN",29,11045,,,,,,12,,,,,,,,,,,,,,,
51,51,,Atlanta PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Guatemala,,Rooted Plant (including grafted),,JARDINES TERRAGARDEN,3,702,,,,,,28,,,,,,,,,,,,,,,
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Mexico,,Unrooted Cutting,,Kantapat Kaewpradith,1,19,,,,,,26,,,,,,,,,,,,,,,
51,51,,Atlanta PIS,,,,,Airport - Aircraft - Mail - PIS Mail,,,Guatemala,,Unrooted Cutting,,LA FLORESTA CROPS DE GUATEMALA S.A. BOX 21-32,6,176620,,,,,,27,,,,,,,,,,,,,,,
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,INNOVA PLANT,24,79096,,,,,,5,,,,,,,,,,,,,,,
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,China,,Rooted Plant (including grafted),,ZHANGZHOU SUPERIOR IMP&EXP CO LT,13,16683,,,,,,10,,,,,,,,,,,,,,,
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,TURRIPLANTAS S.A. DRACAENA,52,413,,,,,,7,,,,,,,,,,,,,,,
51,51,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,Agropecuaria Marso,0,4,,,,,,2,,,,,,,,,,,,,,,
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,China,,Rooted Plant (including grafted),,IVAGRO S A BOXES 42-48,18,62951,,,,,,8,,,,,,,,,,,,,,,
51,51,,Atlanta PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Guatemala,,Rooted Plant (including grafted),,Not Selected,1,20847,,,,,,2,,,,,,,,,,,,,,,
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,Not Selected,6,10133,,,,,,10,,,,,,,,,,,,,,,
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Taiwan,,Unrooted Cutting,,KAPOK PLANTAS,2,28134,,,,,,11,,,,,,,,,,,,,,,
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Rooted Plant (including grafted),,"INVERSIONES AGROCOMERCIALES DE GUATEMALA, S.A.(IVAGRO, S.A.)",2,51578,,,,,,26,,,,,,,,,,,,,,,
51,51,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,TROPI PLANTAS S. A.,28,42,,,,,,2,,,,,,,,,,,,,,,
51,51,,San Diego PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,COSTA FARMS DOM,34,2763,,,,,,15,,,,,,,,,,,,,,,
51,51,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Rooted Plant (including grafted),,FOLLAJES INTERNACIONALES SA,20,73123,,,,,,5,,,,,,,,,,,,,,,
51,51,,Linden PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Nicaragua,,Unrooted Cutting,,PLANTAS ORNAMENTALES DE COSTA RICA,90,1054,,,,,,9,,,,,,,,,,,,,,,
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Colombia,,Unrooted Cutting,,FLORAPLANT SA DE CV,0,1504,,,,,,9,,,,,,,,,,,,,,,
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Uganda,,Unrooted Cutting,,"Growth Revolution Co., Ltd.",5,116,,,,,,28,,,,,,,,,,,,,,,
51,51,,Los Angeles PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Kenya,,Rooted Plant (including grafted),,PLANTAS ORNAMENTALES DE COSTA RI,63,635498,,,,,,12,,,,,,,,,,,,,,,
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Peru,,Rooted Plant (including grafted),,LA FLORESTA ORNAMENTALES S.A.,7,4701,,,,,,17,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,PT ALCHEMIE BERKA,1,26155,,,,,,21,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,MECA DE OROTINA,10,1989,,,,,,17,,,,,,,,,,,,,,,
52,52,,Los Angeles PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Thailand,,Unrooted Cutting,,ORCHIS FLORICULTURE INC,6,6242,,,,,,3,,,,,,,,,,,,,,,
52,52,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,ORNAMENTALES CONCEPCION S.A,2,29768,,,,,,20,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,DUMMEN GMBH,8,38883,,,,,,25,,,,,,,,,,,,,,,
52,52,,Orlando PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,VITA FARMS Box 7801-7802,12,13584,,,,,,18,,,,,,,,,,,,,,,
52,52,,Houston PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Taiwan,,Unrooted Cutting,,NICHAPA JANBAVONKIJ,2,816,,,,,,9,,,,,,,,,,,,,,,
52,52,,Linden PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Budwood/Graftwood (scion),,TURRIPLANTAS S.A. ,3,3169,,,,,,13,,,,,,,,,,,,,,,
52,52,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,INDUSTRIAS AGRICOLAS CENTRO AMERICANAS,32,158070,,,,,,10,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Indonesia,,Rooted Plant (including grafted),,INNOVAPLANT DE COSTA RICA,2,5894,,,,,,5,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Airport - Aircraft - Express Carrier - PIS,,,Poland,,Rooted Cutting (including air layer),,SAPO VERDE C001,2,2880,,,,,,6,,,,,,,,,,,,,,,
52,52,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Mexico,,Rooted Plant (including grafted),,QUANZHOU LIUSENG BIOTECHNOLOGY C,0,1134,,,,,,28,,,,,,,,,,,,,,,
52,52,,Carolina PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Kenya,,Unrooted Cutting,,FOLLAJES INTERNACIONALES SA 1-6,2,2261,,,,,,5,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,India,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,FIDES GUATEMALA S A,31,106171,,,,,,8,,,,,,,,,,,,,,,
52,52,,JFK PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,"MEI CEI ORCHIDS CO.,LTD.",0,8009,,,,,,12,,,,,,,,,,,,,,,
52,52,,Linden PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,Same as Shipper,5,9790,,,,,,1,,,,,,,,,,,,,,,
52,52,,Seattle PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,ARCO IRIS DEL CARIBE S.A.,17,50112,,,,,,24,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,ANNIA FUENTES Box 101-103,4,2065,,,,,,18,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Costa Rica,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,LA FLOR EXOTICA DEL CARIBE BULLIS SA,9,2722,,,,,,10,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Thailand,,Unrooted Cutting,,TICOPLANT,0,2753,,,,,,4,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,Costa Farms LLC,30,31791,,,,,,17,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Rooted Plant (including grafted),,"HUTA Green Co,LLC",29,1111,,,,,,13,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Dominican Republic,,Rooted Plant (including grafted),,Not Selected,16,166904,,,,,,2,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Plant (including grafted),,FLORICULTURA Y CIA LTDA,15,14804,,,,,,21,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Poland,,Unrooted Cutting,,COSTA FAMRS LLC,62,5851,,,,,,9,,,,,,,,,,,,,,,
53,53,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Taiwan,,Unrooted Cutting,,T. ORCHIDS LIMITED PARTNERSHIP,3,673,,,,,,28,,,,,,,,,,,,,,,
53,53,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Viet Nam,,Unrooted Cutting,,VITA FARMS Box 301-335,5,1063,,,,,,16,,,,,,,,,,,,,,,
53,53,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Cutting (including air layer),,GASAN  SOCIEDAD ANONIMA,168,378273,,,,,,4,,,,,,,,,,,,,,,
53,53,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Poland,,Unrooted Plant,,KAPOK PLANTS S.A,19,10863,,,,,,2,,,,,,,,,,,,,,,
53,53,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,India,,Unrooted Plant,,PLANTAS ILIMITADAS,0,11,,,,,,26,,,,,,,,,,,,,,,
53,53,,Nogales PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Kenya,,Unrooted Cutting,,MECA DE OROTINA SA,0,12,,,,,,2,,,,,,,,,,,,,,,
53,53,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Zimbabwe,,Rooted Plant (including grafted),,SUN HSIN JU,2,94,,,,,,7,,,,,,,,,,,,,,,
53,53,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,South Africa,,"Bulb, Corm, Rhizome, Tuberous Stem",,ANNIA FUENTES MARTINEZ  BOX 01,19,515,,,,,,20,,,,,,,,,,,,,,,
53,53,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Cutting (including air layer),,Honest Cactus Africa,0,24840,,,,,,14,,,,,,,,,,,,,,,
53,53,,San Francisco PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,Primeros En Follaje S.A. BOX 101-105,2,55589,,,,,,15,,,,,,,,,,,,,,,
53,53,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,Same as Shipper,0,410,,,,,,4,,,,,,,,,,,,,,,
53,53,,San Diego PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,PREMIUM ORNAMENTALES DRACAENA,0,903,,,,,,13,,,,,,,,,,,,,,,
53,53,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,Same as Shipper,18,20337,,,,,,14,,,,,,,,,,,,,,,
53,53,,Los Angeles PIS,,,,,Airport - Aircraft - Express Carrier - PIS,,,Guatemala,,Unrooted Cutting,,"HUANG,WEI-HSUN",1,745,,,,,,12,,,,,,,,,,,,,,,
53,53,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,CHOM ORCHIDS,0,3862,,,,,,17,,,,,,,,,,,,,,,
53,53,,Los Angeles PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Costa Rica,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,INNOVAPLANT DE COSTA RICA,24,121137,,,,,,7,,,,,,,,,,,,,,,
53,53,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Cutting (including air layer),,VITA FARMS 8501-8512,0,7,,,,,,16,,,,,,,,,,,,,,,
53,53,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Germany,,Unrooted Cutting,,Nanthawan Kaenkaew,136,138030,,,,,,17,,,,,,,,,,,,,,,
53,53,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,China,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,INNOVAPLANT DE COSTA RICA,3,62087,,,,,,22,,,,,,,,,,,,,,,
53,53,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Nicaragua,,"Root cutting, crown, or clump, Tuberous Root",,"Zhanjiang Yongxing Import and Export Trade Co., LTD.",4,20754,,,,,,1,,,,,,,,,,,,,,,
53,53,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Taiwan,,Unrooted Cutting,,HORTIQ CO. LTD,782,20735,,,,,,8,,,,,,,,,,,,,,,
53,53,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Colombia,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,FINO FOLLAJE SA,18,2360,,,,,,17,,,,,,,,,,,,,,,
53,53,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Netherlands,,Rooted Plant (including grafted),,VITA FARM Box 1201-1240,20,1825,,,,,,2,,,,,,,,,,,,,,,
53,53,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,Ornamentales de Sapo Verde  1001-10010,41,26872,,,,,,20,,,,,,,,,,,,,,,
53,53,,JFK PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Kenya,,Rooted Plant (including grafted),,ORNAMENTALES DE ALTURA SA,2,293,,,,,,20,,,,,,,,,,,,,,,
54,54,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Sri Lanka,,Rooted Cutting (including air layer),,Not Selected,31,92367,,,,,,23,,,,,,,,,,,,,,,
