"PROPAGATIVE_MATERIAL_TYPE","COUNTRY_OF_ORIGIN_NAME","MEDIAN_QTY_LT200","PRODUCER_GROUP_TOP","IMPORTER_NAME_TOP","Compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Nigeria",FALSE,"Reference","waterscaap pond amp aquarium plants","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Nigeria",FALSE,"Reference","Reference","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Denmark",TRUE,"Reference","Reference","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Denmark",TRUE,"Reference","costa farms","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Denmark",FALSE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Denmark",FALSE,"Reference","costa farms","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Poland",TRUE,"Reference","missing","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Poland",TRUE,"Reference","foremost foliage inc dba foremostco","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Poland",TRUE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Poland",TRUE,"Reference","mchutchison","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Poland",TRUE,"Reference","express seed","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Poland",TRUE,"Reference","scott valentine","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Poland",FALSE,"Reference","missing","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Poland",FALSE,"Reference","foremost foliage inc dba foremostco","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Poland",FALSE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Poland",FALSE,"Reference","mchutchison","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Poland",FALSE,"Reference","express seed","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Poland",FALSE,"Reference","scott valentine","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ireland",TRUE,"Reference","Reference","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ireland",TRUE,"Reference","foremost foliage","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ireland",TRUE,"Reference","foremost foliage inc dba foremostco","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ireland",FALSE,"Reference","Reference","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ireland",FALSE,"Reference","foremost foliage","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ireland",FALSE,"Reference","foremost foliage inc dba foremostco","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Nicaragua",TRUE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Nicaragua",FALSE,"Reference","Reference","High compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Malaysia",TRUE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Malaysia",TRUE,"Reference","foremost foliage inc dba foremostco","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Malaysia",TRUE,"Reference","miyar intl brokerage","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Malaysia",TRUE,"Reference","foremost foliage","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Malaysia",TRUE,"Reference","biostok","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Malaysia",FALSE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Malaysia",FALSE,"Reference","foremost foliage inc dba foremostco","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Malaysia",FALSE,"Reference","miyar intl brokerage","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Malaysia",FALSE,"Reference","foremost foliage","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Malaysia",FALSE,"Reference","biostok","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Hong Kong",TRUE,"Reference","Reference","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Hong Kong",FALSE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","United States of America",TRUE,"Reference","missing","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","United States of America",TRUE,"Reference","Reference","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","United States of America",TRUE,"Reference","foremost foliage inc dba foremostco","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","United States of America",FALSE,"Reference","missing","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","United States of America",FALSE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","United States of America",FALSE,"Reference","foremost foliage inc dba foremostco","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Chile",TRUE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Chile",FALSE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Uganda",TRUE,"Reference","express seed","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Uganda",TRUE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Uganda",TRUE,"Reference","costa farms","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Uganda",TRUE,"Reference","fleurizon","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Uganda",FALSE,"Reference","express seed","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Uganda",FALSE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Uganda",FALSE,"Reference","costa farms","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Uganda",FALSE,"Reference","fleurizon","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Belgium",TRUE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Belgium",TRUE,"Reference","miyar intl brokerage","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Belgium",TRUE,"Reference","express seed","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Belgium",FALSE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Belgium",FALSE,"Reference","miyar intl brokerage","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Belgium",FALSE,"Reference","express seed","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Cameroon",TRUE,"Reference","Reference","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Cameroon",FALSE,"Reference","Reference","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ukraine",TRUE,"Reference","missing","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ukraine",FALSE,"Reference","missing","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Luxembourg",TRUE,"Reference","missing","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Luxembourg",TRUE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Luxembourg",FALSE,"Reference","missing","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Luxembourg",FALSE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Peru",TRUE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Peru",TRUE,"ORNAMENTALES SAPO VERDE 801","foremost foliage","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Peru",TRUE,"Reference","miyar intl brokerage","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Peru",TRUE,"ORNAMENTALES SAPO VERDE 801","foremost foliage inc dba foremostco","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Peru",TRUE,"GENEROS ECUATORIANOS","Reference","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Peru",TRUE,"Reference","missing","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Peru",TRUE,"Reference","costa farms","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Peru",FALSE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Peru",FALSE,"ORNAMENTALES SAPO VERDE 801","foremost foliage","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Peru",FALSE,"Reference","miyar intl brokerage","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Peru",FALSE,"ORNAMENTALES SAPO VERDE 801","foremost foliage inc dba foremostco","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Peru",FALSE,"GENEROS ECUATORIANOS","Reference","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Peru",FALSE,"Reference","missing","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Peru",FALSE,"Reference","costa farms","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Panama",TRUE,"Reference","Reference","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Panama",FALSE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Bulgaria",TRUE,"Reference","missing","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Bulgaria",FALSE,"Reference","missing","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Dominican Republic",TRUE,"COSTA","costa farms","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Dominican Republic",TRUE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Dominican Republic",TRUE,"Reference","fb imports","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Dominican Republic",TRUE,"Reference","costa farms","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Dominican Republic",FALSE,"COSTA","costa farms","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Dominican Republic",FALSE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Dominican Republic",FALSE,"Reference","fb imports","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Dominican Republic",FALSE,"Reference","costa farms","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ecuador",TRUE,"Reference","graciana parker","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ecuador",TRUE,"GENEROS ECUATORIANOS","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ecuador",TRUE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ecuador",TRUE,"JARDINES TERRAGARDEN","terra garden","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ecuador",TRUE,"JARDINES TERRAGARDEN","Reference","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ecuador",TRUE,"GENEROS ECUATORIANOS","omega customs brokers","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ecuador",TRUE,"Reference","omega customs brokers","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ecuador",TRUE,"Reference","missing","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ecuador",FALSE,"Reference","graciana parker","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ecuador",FALSE,"GENEROS ECUATORIANOS","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ecuador",FALSE,"Reference","Reference","High compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ecuador",FALSE,"JARDINES TERRAGARDEN","terra garden","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ecuador",FALSE,"JARDINES TERRAGARDEN","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ecuador",FALSE,"GENEROS ECUATORIANOS","omega customs brokers","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ecuador",FALSE,"Reference","omega customs brokers","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ecuador",FALSE,"Reference","missing","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Honduras",TRUE,"AGRIGENTUM SA","Reference","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Honduras",TRUE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Honduras",TRUE,"Reference","costa farms","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Honduras",TRUE,"Reference","plant exports","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Honduras",TRUE,"Reference","express seed","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Honduras",TRUE,"Reference","fleurizon","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Honduras",FALSE,"AGRIGENTUM SA","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Honduras",FALSE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Honduras",FALSE,"Reference","costa farms","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Honduras",FALSE,"Reference","plant exports","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Honduras",FALSE,"Reference","express seed","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Honduras",FALSE,"Reference","fleurizon","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Guam",TRUE,"Reference","fb imports","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Guam",FALSE,"Reference","fb imports","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Mozambique",TRUE,"Reference","Reference","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Mozambique",FALSE,"Reference","Reference","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Guinea",TRUE,"Reference","green thumb marketing","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Guinea",FALSE,"Reference","green thumb marketing","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Trinidad and Tobago",TRUE,"Reference","Reference","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Trinidad and Tobago",FALSE,"Reference","Reference","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Sweden",TRUE,"Reference","Reference","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Sweden",FALSE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Bolivia",TRUE,"Reference","Reference","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Bolivia",FALSE,"Reference","Reference","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Portugal",TRUE,"Reference","green plant cuttings usa","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Portugal",TRUE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Portugal",FALSE,"Reference","green plant cuttings usa","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Portugal",FALSE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Canada",TRUE,"Reference","Reference","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Canada",TRUE,"Reference","missing","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Canada",FALSE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Canada",FALSE,"Reference","missing","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Pakistan",TRUE,"Reference","Reference","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Pakistan",FALSE,"Reference","Reference","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Switzerland",TRUE,"Reference","Reference","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Switzerland",FALSE,"Reference","Reference","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Barbados",TRUE,"Reference","Reference","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Barbados",FALSE,"Reference","Reference","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Antigua and Barbuda",TRUE,"Reference","Reference","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Antigua and Barbuda",FALSE,"Reference","Reference","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","St. Lucia",TRUE,"Reference","Reference","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","St. Lucia",FALSE,"Reference","Reference","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Belize",TRUE,"Reference","Reference","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Belize",FALSE,"Reference","Reference","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ethiopia",TRUE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Ethiopia",FALSE,"Reference","Reference","Medium compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Nepal",TRUE,"Reference","Reference","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Nepal",FALSE,"Reference","Reference","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Senegal",TRUE,"Reference","Reference","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Senegal",FALSE,"Reference","Reference","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Gambia",TRUE,"Reference","Reference","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Gambia",FALSE,"Reference","Reference","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Suriname",TRUE,"Reference","Reference","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","Suriname",FALSE,"Reference","Reference","Low compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","US Virgin Islands",TRUE,"Reference","Reference","Poor compliance"
"Bulb, Corm, Rhizome, Tuberous Stem","US Virgin Islands",FALSE,"Reference","Reference","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Korea, South",TRUE,"xplant","Reference","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Korea, South",TRUE,"xplant","missing","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Korea, South",TRUE,"Reference","Reference","High compliance"
"Root cutting, crown, or clump, Tuberous Root","Korea, South",TRUE,"Reference","missing","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Korea, South",TRUE,"Reference","western cactus enterprises","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Korea, South",TRUE,"Reference","altman specialty plants","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Korea, South",TRUE,"Reference","costa farms","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Korea, South",TRUE,"Reference","miyar intl brokerage","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Korea, South",TRUE,"Reference","aksiporn saengfa","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Korea, South",FALSE,"xplant","Reference","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Korea, South",FALSE,"xplant","missing","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Korea, South",FALSE,"Reference","Reference","High compliance"
"Root cutting, crown, or clump, Tuberous Root","Korea, South",FALSE,"Reference","missing","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Korea, South",FALSE,"Reference","western cactus enterprises","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Korea, South",FALSE,"Reference","altman specialty plants","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Korea, South",FALSE,"Reference","costa farms","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Korea, South",FALSE,"Reference","miyar intl brokerage","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Korea, South",FALSE,"Reference","aksiporn saengfa","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","missing","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Escactus","missing","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","Reference","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"WALPAT AQUATIC","complete aquatic systems","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","ultum nature systems","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"WHITE ROSE EXPORT (THAILAND) LTD","complete aquatic systems","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","siam flora","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","complete aquatic systems","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","tat tristan g","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","united plant growers","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Natta 1565 Limited","Reference","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"ALPINE TROPICAL PLANTS CO LTD","missing","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","chen tian","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","ds cole growers","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","omega customs brokers","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","aksiporn saengfa","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Kantapat Kaewpradith","Reference","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Escactus","Reference","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","daniel baytosh","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","miyar intl brokerage","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Bomb Takomfoo","Reference","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"ALPINE TROPICAL PLANTS CO LTD","Reference","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","foremost foliage inc dba foremostco","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","fleurizon","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","hanna gregor","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","green plant cuttings usa","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"GENEROS ECUATORIANOS","Reference","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","waterscaap pond amp aquarium plants","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"PT AQUATIC PLAN CENTRE INDONESIA","Reference","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","costa farms","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","gubler orchids","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","biostok","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","perfect choice","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"GENEROS ECUATORIANOS","hanna gregor","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Natta 1565 Limited","hanna gregor","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","b c amp f brokerage","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Natta 1565 Limited","perfect choice","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","foremost foliage","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","mchutchison","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",TRUE,"Reference","express seed","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","missing","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Escactus","missing","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","Reference","High compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"WALPAT AQUATIC","complete aquatic systems","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","ultum nature systems","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"WHITE ROSE EXPORT (THAILAND) LTD","complete aquatic systems","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","siam flora","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","complete aquatic systems","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","tat tristan g","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","united plant growers","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Natta 1565 Limited","Reference","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"ALPINE TROPICAL PLANTS CO LTD","missing","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","chen tian","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","ds cole growers","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","omega customs brokers","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","aksiporn saengfa","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Kantapat Kaewpradith","Reference","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Escactus","Reference","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","daniel baytosh","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","miyar intl brokerage","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Bomb Takomfoo","Reference","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"ALPINE TROPICAL PLANTS CO LTD","Reference","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","foremost foliage inc dba foremostco","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","fleurizon","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","hanna gregor","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","green plant cuttings usa","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"GENEROS ECUATORIANOS","Reference","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","waterscaap pond amp aquarium plants","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"PT AQUATIC PLAN CENTRE INDONESIA","Reference","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","costa farms","Medium compliance"
