INSPECTION_NUMBER,INSPECTION_LOCATION_NAME,PATHWAY,COUNTRY_OF_ORIGIN_NAME,PROPAGATIVE_MATERIAL_TYPE,TOTAL_SAMPLING_UNITS,TOTAL_PLANT_QUANTITY,PRODUCER
INS-3620,Atlanta PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",763,43708,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-9171,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),112,8084,Kitayama Brothers
INS-9701,Atlanta PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),607,47712,"Farmers' West Flowers & Bouquets, Inc."
INS-2060,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),329,1756,Tagawa Greenhouses
INS-8562,Atlanta PIS,Air,India,Budwood/Graftwood (scion),620,39210,"Matsui Nursery, Inc."
INS-8238,Atlanta PIS,Air,India,Budwood/Graftwood (scion),443,4857,Dewar Nurseries
INS-9978,Atlanta PIS,Air,India,Budwood/Graftwood (scion),83,4860,Dewar Nurseries
INS-5628,Atlanta PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",132,7901,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-3242,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),441,41136,Van Wingerden International Inc.
INS-5937,Atlanta PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",61,2161,Dan & Jerry's Greenhouse
INS-1709,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),788,23678,N.G. Heimos Greenhouses
INS-1307,Atlanta PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),29,1586,Paul Ecke Ranch
INS-8729,Atlanta PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),593,35707,"Costa Farms, LLC"
INS-2982,Atlanta PIS,Air,Netherlands,Budwood/Graftwood (scion),226,6589,Twixwood Nursery LLC
INS-5304,Atlanta PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),187,9039,Kurt Weiss Greenhouses
INS-6405,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),895,32472,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-5790,Atlanta PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",462,13845,"Farmers' West Flowers & Bouquets, Inc."
INS-2828,Atlanta PIS,Air,New Zeland,Budwood/Graftwood (scion),69,2206,Four Star Greenhouses
INS-3739,Atlanta PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",199,8855,Hiebert Greenhouse of South Dakota
INS-7064,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),23,2091,Dan Schantz Farm
INS-9218,Atlanta PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",161,8955,O.F. Nelson & Sons Nursery Inc.
INS-4428,Atlanta PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),896,88864,Nurserymen's Exchange
INS-3686,Atlanta PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",56,5384,Smith Gardens
INS-8206,Atlanta PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",76,3856,Battlefield Farms
INS-9669,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",519,36651,Paul Ecke Ranch
INS-1815,Atlanta PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",716,25750,Floral Plant Growers LLC
INS-2251,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",205,4411,Hiebert Greenhouse of South Dakota
INS-5706,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",628,27141,Armstrong Growers
INS-6252,Atlanta PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),579,11013,The Sun Valley Group
INS-7732,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",845,47261,Burgett Geothermal Greenhouses
INS-6661,Atlanta PIS,Air,New Zeland,Budwood/Graftwood (scion),69,5629,Sawyer Nursery
INS-1202,Atlanta PIS,Air,India,Budwood/Graftwood (scion),178,6190,Operation
INS-2562,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),291,28218,'Riverview Flower Farm
INS-1508,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",297,1984,DeLeon's Bromeliads
INS-8776,Atlanta PIS,Sea,India,Budwood/Graftwood (scion),506,15823,Northwest Horticulture
INS-1414,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),411,4033,Operation
INS-6510,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),498,47141,Green Valley Growers
INS-6402,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",302,22911,"Matsui Nursery, Inc."
INS-9821,Atlanta PIS,Air,New Zeland,Budwood/Graftwood (scion),942,9454,Van Wingerden International Inc.
INS-4618,Atlanta PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),633,32459,Garden State Growers
INS-4417,Atlanta PIS,Train,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),939,54508,Paul Ecke Ranch
INS-3695,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),909,85976,Valley Flowers
INS-7555,Atlanta PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",235,10940,"B&H Flowers, Inc."
INS-9208,Atlanta PIS,Train,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",743,1690,"Young's Plant Farm, Inc."
INS-7073,Atlanta PIS,Train,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),749,13492,Timberline Nursery Inc.
INS-6017,Atlanta PIS,Air,New Zeland,"Root cutting, crown, or clump, Tuberous Root",956,82796,Tagawa Greenhouses
INS-8513,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),67,4387,Kawahara Nurseries
INS-7331,Atlanta PIS,Air,Netherlands,Budwood/Graftwood (scion),316,25507,"Bergen's Greenhouses, Inc."
INS-5208,Atlanta PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),332,5194,Kerry's Bromeliads
INS-1680,Atlanta PIS,Air,New Zeland,Budwood/Graftwood (scion),235,9910,Petitti Garden Center (Casa Verde)
INS-4280,Atlanta PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",832,12232,Sawyer Nursery
INS-6574,Atlanta PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",328,8144,Woodburn Nursery & Azaleas
INS-4512,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),114,3563,Kitayama Brothers
INS-1079,Atlanta PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",443,16321,Kent's Bromeliads Nursery Inc.
INS-7205,Atlanta PIS,Sea,New Zeland,Budwood/Graftwood (scion),332,16067,Delray Plants Inc.
INS-2328,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",980,33721,Colorama Wholesale Nursery
INS-3945,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),392,23391,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-3831,Atlanta PIS,Air,Netherlands,Budwood/Graftwood (scion),554,51737,Grower Direct Farms
