INSPECTION_NUMBER,INSPECTION_LOCATION_NAME,PATHWAY,COUNTRY_OF_ORIGIN_NAME,PROPAGATIVE_MATERIAL_TYPE,TOTAL_SAMPLING_UNITS,TOTAL_PLANT_QUANTITY,PRODUCER
INS-3335,Los Angeles PIS,Air,New Zeland,Budwood/Graftwood (scion),792,39390,Bob's Market & Greenhouses Inc.
INS-7205,Atlanta PIS,Sea,New Zeland,Budwood/Graftwood (scion),332,16067,Delray Plants Inc.
INS-9923,Miami PIS,Sea,Netherlands,Budwood/Graftwood (scion),618,38968,Gallup & Stribling Orchids Inc.
INS-2251,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",205,4411,Hiebert Greenhouse of South Dakota
INS-1721,Miami PIS,Train,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",776,29583,Gallup & Stribling Orchids Inc.
INS-7035,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",750,25252,Milgro Nursery Inc.
INS-4035,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),546,2192,O.F. Nelson & Sons Nursery Inc.
INS-1585,Los Angeles PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",888,86274,Armstrong Growers
INS-5197,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",875,6563,Floral Plant Growers LLC
INS-7732,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",845,47261,Burgett Geothermal Greenhouses
INS-3607,Miami PIS,Train,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),238,14613,"Costa Farms, LLC"
INS-4012,Los Angeles PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),247,20448,Sawyer Nursery
INS-8707,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),940,24501,Kerry's Bromeliads
INS-5664,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),605,22770,"Matsui Nursery, Inc."
INS-8681,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),960,37792,Hermann Engelmann Greenhouses
INS-4873,Los Angeles PIS,Train,New Zeland,Budwood/Graftwood (scion),527,7158,Northwest Horticulture
INS-9582,Atlanta PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",317,19770,"Farmers' West Flowers & Bouquets, Inc."
INS-6846,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),159,206,Altman Plants
INS-1897,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",385,35101,Operation
INS-9037,Atlanta PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",470,15175,Bell Nursery
INS-5285,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",118,4638,GroLink Plant Co.
INS-2186,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",96,4372,Petitti Garden Center (Casa Verde)
INS-2293,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",971,63679,Alex R. Masson
INS-7112,Los Angeles PIS,Train,India,"Bulb, Corm, Rhizome, Tuberous Stem",523,31350,O.F. Nelson & Sons Nursery Inc.
INS-1310,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),979,69004,Lucas Greenhouses
INS-3615,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),732,53868,Colorama Wholesale Nursery
INS-2184,Miami PIS,Train,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",194,17208,Kent's Bromeliads Nursery Inc.
INS-4813,Los Angeles PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",818,58189,Garden State Growers
INS-4661,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",782,28860,Harts Nursery
INS-5706,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",628,27141,Armstrong Growers
INS-3586,Los Angeles PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),52,1057,Gallup & Stribling Orchids Inc.
INS-1220,Miami PIS,Train,India,"Bulb, Corm, Rhizome, Tuberous Stem",925,35837,Armstrong Growers
INS-6615,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),659,13973,Dan & Jerry's Greenhouse
INS-4386,Miami PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",19,300,Sawyer Nursery
INS-6846,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),159,206,Altman Plants
INS-1876,Miami PIS,Sea,New Zeland,Budwood/Graftwood (scion),252,15658,Four Star Greenhouses
INS-1141,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),3,48,Wenke Greenhouses
INS-3242,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),441,41136,Van Wingerden International Inc.
INS-4976,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),278,16679,Gallup & Stribling Orchids Inc.
INS-4512,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),114,3563,Kitayama Brothers
INS-8456,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",743,61049,Maria Gardens Greenhouses Inc.
INS-4417,Atlanta PIS,Train,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),939,54508,Paul Ecke Ranch
INS-5871,Miami PIS,Air,Japan,Budwood/Graftwood (scion),841,71205,Pacifica Flowers
INS-6429,Miami PIS,Air,India,Budwood/Graftwood (scion),467,27131,"Bergen's Greenhouses, Inc."
INS-1183,Atlanta PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),196,12962,DeLeon's Bromeliads
INS-5649,Atlanta PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),600,2680,Van de Wetering Greenhouses Inc.
INS-4061,Miami PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",959,87747,Metrolina Greenhouses
INS-4689,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),727,72699,Operation
INS-1816,Miami PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",183,15374,Wenke Greenhouses
INS-8142,Los Angeles PIS,Sea,India,Budwood/Graftwood (scion),672,19350,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-9491,Los Angeles PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),137,11948,"Stacy's Greenhouses, Inc."
INS-1185,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",70,6820,Westland Floral Co.
INS-6498,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",544,31596,Kawahara Nurseries
INS-7783,Miami PIS,Air,New Zeland,"Root cutting, crown, or clump, Tuberous Root",29,1782,Nurserymen's Exchange
INS-3607,Miami PIS,Train,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),238,14613,"Costa Farms, LLC"
INS-8164,Miami PIS,Sea,India,Budwood/Graftwood (scion),530,41649,'Riverview Flower Farm
INS-6713,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",973,35327,O.F. Nelson & Sons Nursery Inc.
INS-9333,Miami PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",634,38444,Rockwell Farms Inc.
INS-9837,Miami PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),555,37401,DeLeon's Bromeliads
INS-1298,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),2,148,Operation
INS-4862,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),534,32752,Kube-Pak
INS-6058,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",620,2114,Paul Ecke Ranch
INS-2243,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),200,12894,Grower Direct Farms
INS-4013,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),107,7948,Green Circle Growers
INS-9923,Miami PIS,Sea,Netherlands,Budwood/Graftwood (scion),618,38968,Gallup & Stribling Orchids Inc.
INS-1155,Los Angeles PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",431,6580,Paul Ecke Ranch
INS-4946,Miami PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",150,1776,Lucas Greenhouses
INS-8681,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),960,37792,Hermann Engelmann Greenhouses
INS-3947,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",968,18444,Colorama Wholesale Nursery
INS-5208,Atlanta PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),332,5194,Kerry's Bromeliads
INS-9821,Atlanta PIS,Air,New Zeland,Budwood/Graftwood (scion),942,9454,Van Wingerden International Inc.
INS-5197,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",875,6563,Floral Plant Growers LLC
INS-2119,Miami PIS,Sea,Netherlands,Budwood/Graftwood (scion),590,38821,Dewar Nurseries
INS-1395,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",870,15043,"Stacy's Greenhouses, Inc."
INS-9508,Miami PIS,Air,India,Budwood/Graftwood (scion),8,166,Colorama Wholesale Nursery
INS-3460,Los Angeles PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),848,69868,Dewar Nurseries
INS-5558,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",28,2483,Tagawa Greenhouses
INS-1751,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",350,14813,"Matsui Nursery, Inc."
INS-4729,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),171,13298,Color Star Growers
INS-9360,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),718,50686,California Pajarosa
INS-5542,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",654,45460,Metrolina Greenhouses
INS-9717,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),950,59437,Kent's Bromeliads Nursery Inc.
INS-3335,Los Angeles PIS,Air,New Zeland,Budwood/Graftwood (scion),792,39390,Bob's Market & Greenhouses Inc.
INS-5558,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",28,2483,Tagawa Greenhouses
INS-8841,Atlanta PIS,Air,India,Budwood/Graftwood (scion),77,6685,Lucas Greenhouses
INS-4891,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",486,15505,Valley Flowers
INS-3586,Los Angeles PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),52,1057,Gallup & Stribling Orchids Inc.
INS-8805,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",474,40010,Gallup & Stribling Orchids Inc.
INS-4457,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),293,12514,Operation
INS-5871,Miami PIS,Air,Japan,Budwood/Graftwood (scion),841,71205,Pacifica Flowers
INS-9804,Los Angeles PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",952,17007,Twixwood Nursery LLC
INS-2502,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),458,19235,Operation
INS-3762,Miami PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),484,36959,Bay City Flowers
INS-1220,Miami PIS,Train,India,"Bulb, Corm, Rhizome, Tuberous Stem",925,35837,Armstrong Growers
INS-4479,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),843,49342,Metrolina Greenhouses
INS-2658,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",54,1513,Dewar Nurseries
INS-7048,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",711,17527,Dan Schantz Farm
INS-2474,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),714,15475,Gallup & Stribling Orchids Inc.
INS-7047,Los Angeles PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",140,7913,Plant Marketing LLC
INS-3453,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),857,44873,Dewar Nurseries
INS-4189,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",791,38357,El Modeno Gardens Inc.
INS-4097,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),173,5263,The Sun Valley Group
INS-7472,Miami PIS,Air,New Zeland,Budwood/Graftwood (scion),276,5677,Kawahara Nurseries
INS-5147,Los Angeles PIS,Air,Netherlands,"Root cutting, crown, or clump, Tuberous Root",610,22980,Dramm & Echter Inc.
INS-4252,Los Angeles PIS,Train,Japan,"Root cutting, crown, or clump, Tuberous Root",500,3315,Four Star Greenhouses
INS-8774,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),278,7060,Dan Schantz Farm
INS-6207,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",348,8665,Altman Plants
INS-2894,Miami PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",5,395,Burgett Geothermal Greenhouses
INS-9141,Miami PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",274,6986,Kent's Bromeliads Nursery Inc.
INS-4039,Los Angeles PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",86,6259,Hiebert Greenhouse of South Dakota
INS-1234,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",616,48599,Color Star Growers
INS-5304,Atlanta PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),187,9039,Kurt Weiss Greenhouses
INS-1997,Miami PIS,Air,New Zeland,"Root cutting, crown, or clump, Tuberous Root",343,18758,Hines Horticulture
INS-3199,Miami PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",137,1963,Armstrong Growers
INS-7698,Atlanta PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),675,66728,Sunshine Floral Inc.
INS-2119,Miami PIS,Sea,Netherlands,Budwood/Graftwood (scion),590,38821,Dewar Nurseries
INS-8409,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),612,22980,"Farmers' West Flowers & Bouquets, Inc."
INS-9423,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",738,11579,Kitayama Brothers
INS-6567,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),885,75503,Color Star Growers
INS-7381,Miami PIS,Air,New Zeland,Budwood/Graftwood (scion),893,65091,Maria Gardens Greenhouses Inc.
INS-7435,Miami PIS,Air,Netherlands,Budwood/Graftwood (scion),545,34998,Harts Nursery
INS-9968,Miami PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",1,22,Bailey Nurseries
INS-4039,Los Angeles PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",86,6259,Hiebert Greenhouse of South Dakota
INS-2372,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",893,43561,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-5664,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),605,22770,"Matsui Nursery, Inc."
INS-5881,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),350,22047,Smith Gardens
INS-2441,Atlanta PIS,Train,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",453,17498,Kent's Bromeliads Nursery Inc.
INS-6615,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),659,13973,Dan & Jerry's Greenhouse
INS-1145,Los Angeles PIS,Air,India,Budwood/Graftwood (scion),781,31662,Bob's Market & Greenhouses Inc.
INS-9310,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",393,30107,Maria Gardens Greenhouses Inc.
INS-3453,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),857,44873,Dewar Nurseries
INS-1234,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",616,48599,Color Star Growers
INS-1856,Miami PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",72,212,Petitti Garden Center (Casa Verde)
INS-3210,Miami PIS,Sea,India,Budwood/Graftwood (scion),720,48893,California Pajarosa
INS-3564,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),948,42301,Bailey Nurseries
INS-1224,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",43,3836,Operation
INS-3586,Los Angeles PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),52,1057,Gallup & Stribling Orchids Inc.
INS-2620,Miami PIS,Sea,New Zeland,Budwood/Graftwood (scion),300,28618,Dallas Johnson Greenhouses
INS-4417,Atlanta PIS,Train,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),939,54508,Paul Ecke Ranch
INS-4443,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",321,31657,Delray Plants Inc.
INS-4015,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",382,1275,Elzinga & Hoeksema Greenhouses
INS-3964,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",749,67328,Hines Horticulture
INS-1721,Miami PIS,Train,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",776,29583,Gallup & Stribling Orchids Inc.
INS-1194,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),314,25352,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-2790,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",344,33883,Welby Gardens Co. Inc.
INS-7744,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),648,62804,GroLink Plant Co.
INS-9953,Miami PIS,Air,India,Budwood/Graftwood (scion),933,55793,Harts Nursery
INS-9333,Miami PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",634,38444,Rockwell Farms Inc.
INS-5558,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",28,2483,Tagawa Greenhouses
INS-5871,Miami PIS,Air,Japan,Budwood/Graftwood (scion),841,71205,Pacifica Flowers
INS-3880,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",96,1578,Tagawa Greenhouses
INS-8032,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",935,9003,Barcelo Enterprises
INS-7783,Miami PIS,Air,New Zeland,"Root cutting, crown, or clump, Tuberous Root",29,1782,Nurserymen's Exchange
INS-8690,Los Angeles PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",703,60240,Paul Ecke Ranch
INS-9099,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",200,14270,Barcelo Enterprises
INS-4788,Atlanta PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",416,9619,Dan Schantz Farm
INS-7806,Los Angeles PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",308,13148,Twixwood Nursery LLC
INS-8409,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),612,22980,"Farmers' West Flowers & Bouquets, Inc."
INS-3846,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),810,36878,O.F. Nelson & Sons Nursery Inc.
INS-9333,Miami PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",634,38444,Rockwell Farms Inc.
INS-1786,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),693,20096,"Farmers' West Flowers & Bouquets, Inc."
INS-9970,Los Angeles PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),261,100,Colorama Wholesale Nursery
INS-7989,Los Angeles PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",834,15866,"Stacy's Greenhouses, Inc."
INS-1786,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),693,20096,"Farmers' West Flowers & Bouquets, Inc."
INS-6866,Miami PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",638,9823,Elzinga & Hoeksema Greenhouses
INS-1230,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),563,9246,Operation
INS-7989,Los Angeles PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",834,15866,"Stacy's Greenhouses, Inc."
INS-8238,Atlanta PIS,Air,India,Budwood/Graftwood (scion),443,4857,Dewar Nurseries
INS-6510,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),498,47141,Green Valley Growers
INS-8805,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",474,40010,Gallup & Stribling Orchids Inc.
INS-1815,Atlanta PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",716,25750,Floral Plant Growers LLC
INS-3570,Los Angeles PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",827,12745,Ocean Breeze International
INS-4661,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",782,28860,Harts Nursery
INS-1298,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),2,148,Operation
INS-4891,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",486,15505,Valley Flowers
INS-3460,Los Angeles PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),848,69868,Dewar Nurseries
INS-4479,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),843,49342,Metrolina Greenhouses
INS-4734,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),187,2845,Myriad Flowers International
INS-9003,Atlanta PIS,Air,Netherlands,Budwood/Graftwood (scion),893,67310,Pacifica Flowers
INS-3556,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),848,24171,Woodburn Nursery & Azaleas
INS-9099,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",200,14270,Barcelo Enterprises
INS-4737,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),892,5431,Paul Ecke Ranch
INS-3964,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",749,67328,Hines Horticulture
INS-5542,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",654,45460,Metrolina Greenhouses
INS-4685,Los Angeles PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),205,17819,Sunshine Floral Inc.
INS-3335,Los Angeles PIS,Air,New Zeland,Budwood/Graftwood (scion),792,39390,Bob's Market & Greenhouses Inc.
INS-5542,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",654,45460,Metrolina Greenhouses
INS-2266,Miami PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",382,1726,Mid-American Growers
INS-4122,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),985,23575,Aris (formerly Yoder Brothers)
INS-6155,Los Angeles PIS,Train,Japan,Budwood/Graftwood (scion),851,13775,Rocket Farms
INS-4659,Miami PIS,Air,Japan,Budwood/Graftwood (scion),356,5404,Smith Gardens
INS-8544,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",46,470,White's Nursery & Greenhouses Inc.
INS-3277,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",112,1726,Kube-Pak
INS-9701,Atlanta PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),607,47712,"Farmers' West Flowers & Bouquets, Inc."
INS-8148,Los Angeles PIS,Truck,India,"Root cutting, crown, or clump, Tuberous Root",271,3019,"Young's Plant Farm, Inc."
INS-9698,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",17,1281,Welby Gardens Co. Inc.
INS-8659,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",711,62506,Alex R. Masson
INS-2186,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",96,4372,Petitti Garden Center (Casa Verde)
INS-5790,Atlanta PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",462,13845,"Farmers' West Flowers & Bouquets, Inc."
INS-2399,Miami PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",617,20440,Rocket Farms
INS-8506,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),952,92436,California Pajarosa
INS-6296,Miami PIS,Air,New Zeland,"Root cutting, crown, or clump, Tuberous Root",323,11735,The Sun Valley Group
INS-3453,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),857,44873,Dewar Nurseries
INS-9333,Miami PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",634,38444,Rockwell Farms Inc.
INS-1897,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",385,35101,Operation
INS-6141,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",931,7455,Young's Nursery & Greenhouses
INS-7507,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",721,32996,Clearwater Nursery
INS-1418,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",814,37729,"Matsui Nursery, Inc."
INS-6492,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),245,6706,Elzinga & Hoeksema Greenhouses
INS-8477,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),955,10110,California Pajarosa
INS-1520,Miami PIS,Sea,India,Budwood/Graftwood (scion),180,14246,Altman Plants
INS-5628,Atlanta PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",132,7901,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-3335,Los Angeles PIS,Air,New Zeland,Budwood/Graftwood (scion),792,39390,Bob's Market & Greenhouses Inc.
INS-6947,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),669,32657,Colorama Wholesale Nursery
INS-1976,Los Angeles PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),295,25161,Dallas Johnson Greenhouses
INS-9423,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",738,11579,Kitayama Brothers
INS-9099,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",200,14270,Barcelo Enterprises
INS-2502,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),458,19235,Operation
