INSPECTION_ID,COUNTRY_OF_ORIGIN_NAME,IMPORTER_NAME,PRODUCER_NAME,PROPAGATIVE_MATERIAL_TYPE,QUANTITY,BROKER_NAME,INSPECTION_LOCATION_NAME,PATHWAY,INSPECTION_NUMBER,action,RISK_UNIT,TOTAL_SAMPLING_UNITS_FOR_RISK_UNIT,SAMPLING_UNITS_FOR_INSPECTION_UNIT,REQUIRED_NUMBER_OF_BOXES
70,Colombia,FAKE IMPORTER 19,Unknown,Unrooted Cutting,800,FAKE BROKER 32,PIS 3,Pathway 1,INS_628,0,70_1,21,2,7
70,Colombia,FAKE IMPORTER 4,Unknown,Unrooted Cutting,400,FAKE BROKER 47,PIS 3,Pathway 1,INS_628,0,70_1,21,2,7
70,Colombia,FAKE IMPORTER 33,Unknown,Unrooted Cutting,200,FAKE BROKER 26,PIS 3,Pathway 1,INS_628,0,70_1,21,1,7
70,Colombia,FAKE IMPORTER 18,Unknown,Unrooted Cutting,200,FAKE BROKER 14,PIS 3,Pathway 1,INS_628,0,70_1,21,1,7
70,Colombia,FAKE IMPORTER 46,Unknown,Unrooted Cutting,200,FAKE BROKER 38,PIS 3,Pathway 1,INS_628,0,70_1,21,2,7
70,Colombia,FAKE IMPORTER 22,Unknown,Unrooted Cutting,200,FAKE BROKER 14,PIS 3,Pathway 1,INS_628,0,70_1,21,1,7
70,Colombia,FAKE IMPORTER 32,Unknown,Unrooted Cutting,2000,FAKE BROKER 31,PIS 3,Pathway 1,INS_628,0,70_1,21,2,7
70,Colombia,FAKE IMPORTER 24,Unknown,Unrooted Cutting,200,FAKE BROKER 12,PIS 3,Pathway 1,INS_628,0,70_1,21,1,7
70,Colombia,FAKE IMPORTER 5,Unknown,Unrooted Cutting,200,FAKE BROKER 5,PIS 3,Pathway 1,INS_628,0,70_1,21,1,7
70,Colombia,FAKE IMPORTER 18,Unknown,Unrooted Cutting,400,FAKE BROKER 19,PIS 3,Pathway 1,INS_628,0,70_1,21,2,7
70,Colombia,FAKE IMPORTER 37,Unknown,Unrooted Cutting,1600,FAKE BROKER 38,PIS 3,Pathway 1,INS_628,0,70_1,21,2,7
70,Colombia,FAKE IMPORTER 43,Unknown,Unrooted Cutting,400,FAKE BROKER 20,PIS 3,Pathway 1,INS_628,0,70_1,21,1,7
71,Vietnam,FAKE IMPORTER 1,Unknown,Rooted Plant (including grafted),15000,FAKE BROKER 14,PIS 1,Pathway 1,INS_630,0,71_1,15,5,9
72,Colombia,FAKE IMPORTER 15,Unknown,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),12400,FAKE BROKER 39,PIS 1,Pathway 1,INS_654,0,72_1,4,4,4
72,Colombia,FAKE IMPORTER 6,Unknown,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),12400,FAKE BROKER 30,PIS 1,Pathway 1,INS_654,0,72_1,4,4,4
73,Vietnam,FAKE IMPORTER 33,Unknown,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),3024,FAKE BROKER 25,PIS 3,Pathway 1,INS_655,0,73_2,4,1,4
74,Colombia,FAKE IMPORTER 47,Drummer Man Inc,Unrooted Cutting,48200,FAKE BROKER 9,PIS 4,Pathway 1,INS_66,0,74_1,84,3,8
74,Colombia,FAKE IMPORTER 29,Drummer Man Inc,Unrooted Cutting,7000,FAKE BROKER 9,PIS 4,Pathway 1,INS_66,0,74_1,84,24,8
74,Colombia,FAKE IMPORTER 4,Drummer Man Inc,Unrooted Cutting,22000,FAKE BROKER 30,PIS 4,Pathway 1,INS_66,0,74_1,84,2,8
74,Colombia,FAKE IMPORTER 11,Drummer Man Inc,Unrooted Cutting,2000,FAKE BROKER 17,PIS 4,Pathway 1,INS_66,0,74_1,84,11,8
75,Jamaica,FAKE IMPORTER 43,MISO SOUP TIME,Rooted Plant (including grafted),210,FAKE BROKER 2,PIS 1,Pathway 1,INS_67,0,75_1,2,2,2
75,Jamaica,FAKE IMPORTER 18,MISO SOUP TIME,Rooted Plant (including grafted),210,FAKE BROKER 18,PIS 1,Pathway 1,INS_67,0,75_1,2,2,2
75,Jamaica,FAKE IMPORTER 44,MISO SOUP TIME,Rooted Plant (including grafted),210,FAKE BROKER 46,PIS 1,Pathway 1,INS_67,0,75_1,2,2,2
75,Jamaica,FAKE IMPORTER 47,MISO SOUP TIME,Rooted Plant (including grafted),210,FAKE BROKER 32,PIS 1,Pathway 1,INS_67,0,75_1,2,2,2
75,Jamaica,FAKE IMPORTER 1,MISO SOUP TIME,Rooted Plant (including grafted),210,FAKE BROKER 21,PIS 1,Pathway 1,INS_67,0,75_1,2,2,2
76,St Kitts and Nevis,FAKE IMPORTER 17,Unknown,Rooted Plant (including grafted),600,FAKE BROKER 34,PIS 1,Pathway 1,INS_679,0,76_1,27,1,7
76,St Kitts and Nevis,FAKE IMPORTER 7,Unknown,Rooted Plant (including grafted),20200,FAKE BROKER 50,PIS 1,Pathway 1,INS_679,0,76_1,27,18,7
76,St Kitts and Nevis,FAKE IMPORTER 46,Unknown,Rooted Plant (including grafted),200,FAKE BROKER 23,PIS 1,Pathway 1,INS_679,0,76_1,27,1,7
76,St Kitts and Nevis,FAKE IMPORTER 31,Unknown,Rooted Plant (including grafted),500,FAKE BROKER 27,PIS 1,Pathway 1,INS_679,0,76_1,27,1,7
76,St Kitts and Nevis,FAKE IMPORTER 47,Unknown,Rooted Plant (including grafted),2800,FAKE BROKER 42,PIS 1,Pathway 1,INS_679,0,76_1,27,1,7
76,St Kitts and Nevis,FAKE IMPORTER 34,Unknown,Rooted Plant (including grafted),200,FAKE BROKER 13,PIS 1,Pathway 1,INS_679,0,76_1,27,1,7
76,St Kitts and Nevis,FAKE IMPORTER 5,Unknown,Rooted Plant (including grafted),500,FAKE BROKER 3,PIS 1,Pathway 1,INS_679,0,76_1,27,5,7
76,St Kitts and Nevis,FAKE IMPORTER 10,Unknown,Rooted Plant (including grafted),2800,FAKE BROKER 45,PIS 1,Pathway 1,INS_679,0,76_1,27,1,7
76,St Kitts and Nevis,FAKE IMPORTER 19,Unknown,Rooted Plant (including grafted),68600,FAKE BROKER 4,PIS 1,Pathway 1,INS_679,0,76_1,27,2,7
76,St Kitts and Nevis,FAKE IMPORTER 34,Unknown,Rooted Plant (including grafted),200,FAKE BROKER 33,PIS 1,Pathway 1,INS_679,0,76_1,27,2,7
76,St Kitts and Nevis,FAKE IMPORTER 27,Unknown,Rooted Plant (including grafted),1800,FAKE BROKER 17,PIS 1,Pathway 1,INS_679,0,76_1,27,1,7
76,St Kitts and Nevis,FAKE IMPORTER 41,Unknown,Rooted Plant (including grafted),200,FAKE BROKER 26,PIS 1,Pathway 1,INS_679,0,76_1,27,1,7
76,St Kitts and Nevis,FAKE IMPORTER 2,Unknown,Rooted Plant (including grafted),200,FAKE BROKER 40,PIS 1,Pathway 1,INS_679,0,76_1,27,2,7
76,St Kitts and Nevis,FAKE IMPORTER 18,Unknown,Rooted Plant (including grafted),500,FAKE BROKER 6,PIS 1,Pathway 1,INS_679,0,76_1,27,5,7
76,St Kitts and Nevis,FAKE IMPORTER 20,Unknown,Rooted Plant (including grafted),200,FAKE BROKER 3,PIS 1,Pathway 1,INS_679,0,76_1,27,1,7
76,St Kitts and Nevis,FAKE IMPORTER 30,Unknown,Rooted Plant (including grafted),500,FAKE BROKER 41,PIS 1,Pathway 1,INS_679,0,76_1,27,18,7
76,St Kitts and Nevis,FAKE IMPORTER 14,Unknown,Rooted Plant (including grafted),100,FAKE BROKER 28,PIS 1,Pathway 1,INS_679,0,76_1,27,18,7
76,St Kitts and Nevis,FAKE IMPORTER 11,Unknown,Rooted Plant (including grafted),6100,FAKE BROKER 28,PIS 1,Pathway 1,INS_679,0,76_1,27,1,7
76,St Kitts and Nevis,FAKE IMPORTER 36,Unknown,Rooted Plant (including grafted),100,FAKE BROKER 33,PIS 1,Pathway 1,INS_679,0,76_1,27,2,7
76,St Kitts and Nevis,FAKE IMPORTER 12,Unknown,Rooted Plant (including grafted),1800,FAKE BROKER 37,PIS 1,Pathway 1,INS_679,0,76_1,27,1,7
77,Bhutan,FAKE IMPORTER 21,Greenhouse Exposition (Argo The Movie) S.A.,Unrooted Cutting,10000,FAKE BROKER 51,PIS 1,Pathway 1,INS_68,0,77_1,71,10,16
77,Bhutan,FAKE IMPORTER 51,Greenhouse Exposition (Argo The Movie) S.A.,Unrooted Cutting,3000,FAKE BROKER 7,PIS 1,Pathway 1,INS_68,0,77_1,71,10,16
77,Bhutan,FAKE IMPORTER 8,Greenhouse Exposition (Argo The Movie) S.A.,Unrooted Cutting,10000,FAKE BROKER 24,PIS 1,Pathway 1,INS_68,0,77_1,71,10,16
78,Nicaragua,FAKE IMPORTER 51,Mr White,Unrooted Cutting,150,FAKE BROKER 43,PIS 1,Pathway 1,INS_682,0,78_1,1,1,1
78,Nicaragua,FAKE IMPORTER 39,Mr White,Unrooted Cutting,150,FAKE BROKER 40,PIS 1,Pathway 1,INS_682,0,78_1,1,1,1
79,Ecuador,FAKE IMPORTER 5,INDY 500,Rooted Plant (including grafted),909,FAKE BROKER 8,PIS 1,Pathway 2,INS_682,0,79_1,18,3,11
80,Malaysia,FAKE IMPORTER 1,Bob Costa Ranch LLC,Unrooted Cutting,1541,FAKE BROKER 27,PIS 1,Pathway 1,INS_691,0,80_1,160,1,17
80,Malaysia,FAKE IMPORTER 12,Bob Costa Ranch LLC,Unrooted Cutting,1311,FAKE BROKER 26,PIS 1,Pathway 1,INS_691,0,80_1,160,1,17
81,Vietnam,FAKE IMPORTER 39,Unknown,Rooted Plant (including grafted),13620,FAKE BROKER 31,PIS 1,Pathway 2,INS_707,0,81_2,7,7,6
81,Vietnam,FAKE IMPORTER 11,Unknown,Rooted Plant (including grafted),13620,FAKE BROKER 51,PIS 1,Pathway 2,INS_707,0,81_2,7,7,6
81,Vietnam,FAKE IMPORTER 20,Unknown,Rooted Plant (including grafted),13620,FAKE BROKER 28,PIS 1,Pathway 2,INS_707,0,81_2,7,7,6
82,Malaysia,FAKE IMPORTER 40,Unknown,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),2100,FAKE BROKER 10,PIS 1,Pathway 1,INS_708,0,82_1,243,1,8
82,Malaysia,FAKE IMPORTER 31,Unknown,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),1600,FAKE BROKER 13,PIS 1,Pathway 1,INS_708,0,82_1,243,2,8
82,Malaysia,FAKE IMPORTER 51,Unknown,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),150,FAKE BROKER 24,PIS 1,Pathway 1,INS_708,0,82_1,243,8,8
82,Malaysia,FAKE IMPORTER 2,Unknown,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),2500,FAKE BROKER 11,PIS 1,Pathway 1,INS_708,0,82_1,243,13,8
83,Indonesia,FAKE IMPORTER 26,Unknown,Unrooted Cutting,2500,FAKE BROKER 1,PIS 3,Pathway 1,INS_709,0,83_1,72,3,12
84,Ecuador,FAKE IMPORTER 34,Plant Inventions Ecuadora,Unrooted Cutting,1000,FAKE BROKER 19,PIS 1,Pathway 1,INS_71,0,84_1,18,1,9
85,Thailand,FAKE IMPORTER 16,Jimmy Buffet Margaritaville,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),15,FAKE BROKER 11,PIS 1,Pathway 1,INS_72,0,85_1,1,1,1
86,Thailand,FAKE IMPORTER 7,Unknown,Unrooted Cutting,11,FAKE BROKER 13,PIS 1,Pathway 1,INS_726,0,86_1,35,4,14
87,Colombia,FAKE IMPORTER 3,Unknown,Unrooted Cutting,288,FAKE BROKER 13,PIS 2,Pathway 1,INS_729,0,87_1,51,1,15
87,Colombia,FAKE IMPORTER 38,Unknown,Unrooted Cutting,1800,FAKE BROKER 13,PIS 2,Pathway 1,INS_729,0,87_1,51,3,15
87,Colombia,FAKE IMPORTER 10,Unknown,Unrooted Cutting,360,FAKE BROKER 5,PIS 2,Pathway 1,INS_729,0,87_1,51,1,15
87,Colombia,FAKE IMPORTER 15,Unknown,Unrooted Cutting,360,FAKE BROKER 27,PIS 2,Pathway 1,INS_729,0,87_1,51,1,15
87,Colombia,FAKE IMPORTER 42,Unknown,Unrooted Cutting,1800,FAKE BROKER 9,PIS 2,Pathway 1,INS_729,0,87_1,51,2,15
87,Colombia,FAKE IMPORTER 44,Unknown,Unrooted Cutting,3216,FAKE BROKER 25,PIS 2,Pathway 1,INS_729,0,87_1,51,2,15
87,Colombia,FAKE IMPORTER 45,Unknown,Unrooted Cutting,1440,FAKE BROKER 4,PIS 2,Pathway 1,INS_729,0,87_1,51,1,15
87,Colombia,FAKE IMPORTER 50,Unknown,Unrooted Cutting,1072,FAKE BROKER 49,PIS 2,Pathway 1,INS_729,0,87_1,51,1,15
88,Peru,FAKE IMPORTER 40,Four Seasons Landscaping ,Unrooted Cutting,7,FAKE BROKER 21,PIS 1,Pathway 1,INS_732,0,88_1,1,1,1
88,Peru,FAKE IMPORTER 10,Four Seasons Landscaping ,Unrooted Cutting,7,FAKE BROKER 10,PIS 1,Pathway 1,INS_732,0,88_1,1,1,1
89,Ecuador,FAKE IMPORTER 22,Unknown,Unrooted Cutting,9042,FAKE BROKER 10,PIS 2,Pathway 2,INS_739,0,89_1,347,13,13
90,Argentina,FAKE IMPORTER 5,LIFE AQUATIC,Rooted Plant (including grafted),600,FAKE BROKER 26,PIS 2,Pathway 1,INS_739,0,90_1,99,2,17
90,Argentina,FAKE IMPORTER 8,LIFE AQUATIC,Rooted Plant (including grafted),7000,FAKE BROKER 3,PIS 2,Pathway 1,INS_739,0,90_1,99,3,17
91,Ecuador,FAKE IMPORTER 40,OCCIDENTAL TERRANIUM (S) PTE LTD,Rooted Plant (including grafted),30,FAKE BROKER 18,PIS 2,Pathway 1,INS_742,0,91_1,49,1,15
92,Congo,FAKE IMPORTER 20,Unknown,Rooted Plant (including grafted),1100,FAKE BROKER 3,PIS 1,Pathway 1,INS_743,0,92_1,39,1,8
93,Vietnam,FAKE IMPORTER 29,Unknown,Unrooted Cutting,300,FAKE BROKER 2,PIS 5,Pathway 1,INS_745,0,93_1,64,1,12
93,Vietnam,FAKE IMPORTER 30,Unknown,Unrooted Cutting,1500,FAKE BROKER 27,PIS 5,Pathway 1,INS_745,0,93_1,64,2,12
93,Vietnam,FAKE IMPORTER 9,Unknown,Unrooted Cutting,300,FAKE BROKER 50,PIS 5,Pathway 1,INS_745,0,93_1,64,6,12
93,Vietnam,FAKE IMPORTER 22,Unknown,Unrooted Cutting,2300,FAKE BROKER 19,PIS 5,Pathway 1,INS_745,0,93_1,64,12,12
93,Vietnam,FAKE IMPORTER 16,Unknown,Unrooted Cutting,900,FAKE BROKER 5,PIS 5,Pathway 1,INS_745,0,93_1,64,6,12
93,Vietnam,FAKE IMPORTER 33,Unknown,Unrooted Cutting,2100,FAKE BROKER 18,PIS 5,Pathway 1,INS_745,0,93_1,64,2,12
94,Vietnam,FAKE IMPORTER 34,Unknown,Unrooted Cutting,400,FAKE BROKER 21,PIS 1,Pathway 1,INS_75,0,94_1,94,1,8
95,Vietnam,FAKE IMPORTER 49,Unknown,Unrooted Cutting,11,FAKE BROKER 10,PIS 1,Pathway 1,INS_75,0,95_1,16,1,11
96,Venezuela,FAKE IMPORTER 4,Unknown,Unrooted Cutting,43445,FAKE BROKER 46,PIS 1,Pathway 2,INS_762,0,96_3,35,35,11
96,Venezuela,FAKE IMPORTER 44,Unknown,Unrooted Cutting,43445,FAKE BROKER 8,PIS 1,Pathway 2,INS_762,0,96_3,35,35,11
96,Venezuela,FAKE IMPORTER 10,Unknown,Unrooted Cutting,43445,FAKE BROKER 18,PIS 1,Pathway 2,INS_762,0,96_3,35,35,11
96,Venezuela,FAKE IMPORTER 32,Unknown,Unrooted Cutting,43445,FAKE BROKER 8,PIS 1,Pathway 2,INS_762,0,96_3,35,35,11
96,Venezuela,FAKE IMPORTER 13,Unknown,Unrooted Cutting,43445,FAKE BROKER 7,PIS 1,Pathway 2,INS_762,0,96_3,35,35,11
97,Jamaica,FAKE IMPORTER 10,Wagyhu Beef Co,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),200,FAKE BROKER 10,PIS 3,Pathway 1,INS_768,0,97_1,17,16,7
97,Jamaica,FAKE IMPORTER 50,Wagyhu Beef Co,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),300,FAKE BROKER 1,PIS 3,Pathway 1,INS_768,0,97_1,17,16,7
97,Jamaica,FAKE IMPORTER 46,Wagyhu Beef Co,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),100,FAKE BROKER 2,PIS 3,Pathway 1,INS_768,0,97_1,17,1,7
98,St Kitts and Nevis,FAKE IMPORTER 44,Unknown,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),8000,FAKE BROKER 48,PIS 3,Pathway 1,INS_78,0,98_1,5,3,4
99,Thailand,FAKE IMPORTER 50,Jimmy Chiu S.A.S,Rooted Plant (including grafted),400,FAKE BROKER 34,PIS 1,Pathway 1,INS_787,0,99_1,212,1,8
99,Thailand,FAKE IMPORTER 6,Jimmy Chiu S.A.S,Rooted Plant (including grafted),700,FAKE BROKER 41,PIS 1,Pathway 1,INS_787,0,99_1,212,1,8
99,Thailand,FAKE IMPORTER 26,Jimmy Chiu S.A.S,Rooted Plant (including grafted),800,FAKE BROKER 7,PIS 1,Pathway 1,INS_787,0,99_1,212,1,8
99,Thailand,FAKE IMPORTER 24,Jimmy Chiu S.A.S,Rooted Plant (including grafted),15200,FAKE BROKER 27,PIS 1,Pathway 1,INS_787,0,99_1,212,3,8
99,Thailand,FAKE IMPORTER 43,Jimmy Chiu S.A.S,Rooted Plant (including grafted),4700,FAKE BROKER 17,PIS 1,Pathway 1,INS_787,0,99_1,212,5,8
100,Nicaragua,FAKE IMPORTER 5,Unknown,Unrooted Cutting,220200,FAKE BROKER 41,PIS 1,Pathway 1,INS_796,0,100_1,150,150,8
101,Nicaragua,FAKE IMPORTER 22,VIETNAM BEST SOUP CO LTD,Unrooted Cutting,12,FAKE BROKER 50,PIS 1,Pathway 1,INS_81,0,101_1,1,1,1
101,Nicaragua,FAKE IMPORTER 41,VIETNAM BEST SOUP CO LTD,Unrooted Cutting,5,FAKE BROKER 21,PIS 1,Pathway 1,INS_81,0,101_1,1,1,1
101,Nicaragua,FAKE IMPORTER 25,VIETNAM BEST SOUP CO LTD,Unrooted Cutting,3,FAKE BROKER 19,PIS 1,Pathway 1,INS_81,0,101_1,1,1,1
101,Nicaragua,FAKE IMPORTER 2,VIETNAM BEST SOUP CO LTD,Unrooted Cutting,5,FAKE BROKER 23,PIS 1,Pathway 1,INS_81,0,101_1,1,1,1
101,Nicaragua,FAKE IMPORTER 11,VIETNAM BEST SOUP CO LTD,Unrooted Cutting,34,FAKE BROKER 33,PIS 1,Pathway 1,INS_81,0,101_1,1,1,1
101,Nicaragua,FAKE IMPORTER 4,VIETNAM BEST SOUP CO LTD,Unrooted Cutting,21,FAKE BROKER 49,PIS 1,Pathway 1,INS_81,0,101_1,1,1,1
101,Nicaragua,FAKE IMPORTER 24,VIETNAM BEST SOUP CO LTD,Unrooted Cutting,21,FAKE BROKER 29,PIS 1,Pathway 1,INS_81,0,101_1,1,1,1
101,Nicaragua,FAKE IMPORTER 8,VIETNAM BEST SOUP CO LTD,Unrooted Cutting,12,FAKE BROKER 45,PIS 1,Pathway 1,INS_81,0,101_1,1,1,1
101,Nicaragua,FAKE IMPORTER 13,VIETNAM BEST SOUP CO LTD,Unrooted Cutting,1,FAKE BROKER 4,PIS 1,Pathway 1,INS_81,0,101_1,1,1,1
101,Nicaragua,FAKE IMPORTER 29,VIETNAM BEST SOUP CO LTD,Unrooted Cutting,12,FAKE BROKER 41,PIS 1,Pathway 1,INS_81,0,101_1,1,1,1
101,Nicaragua,FAKE IMPORTER 50,VIETNAM BEST SOUP CO LTD,Unrooted Cutting,12,FAKE BROKER 45,PIS 1,Pathway 1,INS_81,0,101_1,1,1,1
101,Nicaragua,FAKE IMPORTER 12,VIETNAM BEST SOUP CO LTD,Unrooted Cutting,3,FAKE BROKER 11,PIS 1,Pathway 1,INS_81,0,101_1,1,1,1
101,Nicaragua,FAKE IMPORTER 10,VIETNAM BEST SOUP CO LTD,Unrooted Cutting,12,FAKE BROKER 39,PIS 1,Pathway 1,INS_81,0,101_1,1,1,1
101,Nicaragua,FAKE IMPORTER 15,VIETNAM BEST SOUP CO LTD,Unrooted Cutting,21,FAKE BROKER 3,PIS 1,Pathway 1,INS_81,0,101_1,1,1,1
101,Nicaragua,FAKE IMPORTER 5,VIETNAM BEST SOUP CO LTD,Unrooted Cutting,3,FAKE BROKER 29,PIS 1,Pathway 1,INS_81,0,101_1,1,1,1
101,Nicaragua,FAKE IMPORTER 24,VIETNAM BEST SOUP CO LTD,Unrooted Cutting,34,FAKE BROKER 21,PIS 1,Pathway 1,INS_81,0,101_1,1,1,1
101,Nicaragua,FAKE IMPORTER 4,VIETNAM BEST SOUP CO LTD,Unrooted Cutting,1,FAKE BROKER 35,PIS 1,Pathway 1,INS_81,0,101_1,1,1,1
101,Nicaragua,FAKE IMPORTER 43,VIETNAM BEST SOUP CO LTD,Unrooted Cutting,1,FAKE BROKER 20,PIS 1,Pathway 1,INS_81,0,101_1,1,1,1
101,Nicaragua,FAKE IMPORTER 41,VIETNAM BEST SOUP CO LTD,Unrooted Cutting,21,FAKE BROKER 12,PIS 1,Pathway 1,INS_81,0,101_1,1,1,1
101,Nicaragua,FAKE IMPORTER 21,VIETNAM BEST SOUP CO LTD,Unrooted Cutting,2,FAKE BROKER 8,PIS 1,Pathway 1,INS_81,0,101_1,1,1,1
101,Nicaragua,FAKE IMPORTER 47,VIETNAM BEST SOUP CO LTD,Unrooted Cutting,1,FAKE BROKER 29,PIS 1,Pathway 1,INS_81,0,101_1,1,1,1
101,Nicaragua,FAKE IMPORTER 34,VIETNAM BEST SOUP CO LTD,Unrooted Cutting,2,FAKE BROKER 33,PIS 1,Pathway 1,INS_81,0,101_1,1,1,1
101,Nicaragua,FAKE IMPORTER 41,VIETNAM BEST SOUP CO LTD,Unrooted Cutting,12,FAKE BROKER 18,PIS 1,Pathway 1,INS_81,0,101_1,1,1,1
102,Nicaragua,FAKE IMPORTER 28,El Generico,Unrooted Cutting,2,FAKE BROKER 2,PIS 1,Pathway 1,INS_828,0,102_1,30,1,7
103,Zimbabwe,FAKE IMPORTER 23,CECILIA,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),50,FAKE BROKER 45,PIS 1,Pathway 1,INS_835,0,103_1,118,4,8
103,Zimbabwe,FAKE IMPORTER 15,CECILIA,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),400,FAKE BROKER 16,PIS 1,Pathway 1,INS_835,0,103_1,118,1,8
103,Zimbabwe,FAKE IMPORTER 38,CECILIA,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),50,FAKE BROKER 12,PIS 1,Pathway 1,INS_835,0,103_1,118,1,8
104,Chile,FAKE IMPORTER 17,Bobby Box 301-305,Rooted Plant (including grafted),1000,FAKE BROKER 34,PIS 1,Pathway 1,INS_84,0,104_1,231,14,13
105,Peru,FAKE IMPORTER 47,The Life Aquatic CO,Unrooted Cutting,25,FAKE BROKER 35,PIS 2,Pathway 1,INS_865,0,105_1,33,1,14
105,Peru,FAKE IMPORTER 33,The Life Aquatic CO,Unrooted Cutting,15,FAKE BROKER 19,PIS 2,Pathway 1,INS_865,0,105_1,33,1,14
105,Peru,FAKE IMPORTER 34,The Life Aquatic CO,Unrooted Cutting,15,FAKE BROKER 40,PIS 2,Pathway 1,INS_865,0,105_1,33,1,14
105,Peru,FAKE IMPORTER 43,The Life Aquatic CO,Unrooted Cutting,100,FAKE BROKER 5,PIS 2,Pathway 1,INS_865,0,105_1,33,1,14
105,Peru,FAKE IMPORTER 46,The Life Aquatic CO,Unrooted Cutting,25,FAKE BROKER 9,PIS 2,Pathway 1,INS_865,0,105_1,33,1,14
105,Peru,FAKE IMPORTER 35,The Life Aquatic CO,Unrooted Cutting,25,FAKE BROKER 35,PIS 2,Pathway 1,INS_865,0,105_1,33,1,14
105,Peru,FAKE IMPORTER 20,The Life Aquatic CO,Unrooted Cutting,25,FAKE BROKER 32,PIS 2,Pathway 1,INS_865,0,105_1,33,1,14
105,Peru,FAKE IMPORTER 40,The Life Aquatic CO,Unrooted Cutting,15,FAKE BROKER 41,PIS 2,Pathway 1,INS_865,0,105_1,33,1,14
106,Nicaragua,FAKE IMPORTER 35,Unknown,Unrooted Cutting,278600,FAKE BROKER 32,PIS 4,Pathway 1,INS_876,0,106_1,100,100,8
106,Nicaragua,FAKE IMPORTER 33,Unknown,Unrooted Cutting,278600,FAKE BROKER 31,PIS 4,Pathway 1,INS_876,0,106_1,100,100,8
106,Nicaragua,FAKE IMPORTER 10,Unknown,Unrooted Cutting,278600,FAKE BROKER 39,PIS 4,Pathway 1,INS_876,0,106_1,100,100,8
106,Nicaragua,FAKE IMPORTER 43,Unknown,Unrooted Cutting,278600,FAKE BROKER 21,PIS 4,Pathway 1,INS_876,0,106_1,100,100,8
106,Nicaragua,FAKE IMPORTER 22,Unknown,Unrooted Cutting,278600,FAKE BROKER 32,PIS 4,Pathway 1,INS_876,0,106_1,100,100,8
106,Nicaragua,FAKE IMPORTER 7,Unknown,Unrooted Cutting,278600,FAKE BROKER 32,PIS 4,Pathway 1,INS_876,0,106_1,100,100,8
106,Nicaragua,FAKE IMPORTER 7,Unknown,Unrooted Cutting,278600,FAKE BROKER 38,PIS 4,Pathway 1,INS_876,0,106_1,100,100,8
106,Nicaragua,FAKE IMPORTER 1,Unknown,Unrooted Cutting,278600,FAKE BROKER 42,PIS 4,Pathway 1,INS_876,0,106_1,100,100,8
106,Nicaragua,FAKE IMPORTER 24,Unknown,Unrooted Cutting,278600,FAKE BROKER 6,PIS 4,Pathway 1,INS_876,0,106_1,100,100,8
106,Nicaragua,FAKE IMPORTER 9,Unknown,Unrooted Cutting,278600,FAKE BROKER 33,PIS 4,Pathway 1,INS_876,0,106_1,100,100,8
106,Nicaragua,FAKE IMPORTER 16,Unknown,Unrooted Cutting,278600,FAKE BROKER 35,PIS 4,Pathway 1,INS_876,0,106_1,100,100,8
106,Nicaragua,FAKE IMPORTER 31,Unknown,Unrooted Cutting,278600,FAKE BROKER 41,PIS 4,Pathway 1,INS_876,0,106_1,100,100,8
106,Nicaragua,FAKE IMPORTER 11,Unknown,Unrooted Cutting,278600,FAKE BROKER 51,PIS 4,Pathway 1,INS_876,0,106_1,100,100,8
106,Nicaragua,FAKE IMPORTER 4,Unknown,Unrooted Cutting,278600,FAKE BROKER 2,PIS 4,Pathway 1,INS_876,0,106_1,100,100,8
106,Nicaragua,FAKE IMPORTER 48,Unknown,Unrooted Cutting,278600,FAKE BROKER 1,PIS 4,Pathway 1,INS_876,0,106_1,100,100,8
106,Nicaragua,FAKE IMPORTER 35,Unknown,Unrooted Cutting,278600,FAKE BROKER 16,PIS 4,Pathway 1,INS_876,0,106_1,100,100,8
106,Nicaragua,FAKE IMPORTER 15,Unknown,Unrooted Cutting,278600,FAKE BROKER 31,PIS 4,Pathway 1,INS_876,0,106_1,100,100,8
106,Nicaragua,FAKE IMPORTER 30,Unknown,Unrooted Cutting,278600,FAKE BROKER 26,PIS 4,Pathway 1,INS_876,0,106_1,100,100,8
106,Nicaragua,FAKE IMPORTER 34,Unknown,Unrooted Cutting,278600,FAKE BROKER 26,PIS 4,Pathway 1,INS_876,0,106_1,100,100,8
106,Nicaragua,FAKE IMPORTER 39,Unknown,Unrooted Cutting,278600,FAKE BROKER 2,PIS 4,Pathway 1,INS_876,0,106_1,100,100,8
107,Thailand,FAKE IMPORTER 40,Unknown,Unrooted Cutting,45,FAKE BROKER 49,PIS 2,Pathway 1,INS_885,0,107_1,40,29,11
