INSPECTION_ID,INSPECTION_NUMBER,INSPECTION_LOCATION_ID,INSPECTION_LOCATION_NAME,INSPECTION_LOCATION_STATE_CODE,CATEGORY,SUBCATEGORY,PATHWAY_ID,PATHWAY,ID,COUNTRY_OF_ORIGIN_ID,COUNTRY_OF_ORIGIN_NAME,PROPAGATIVE_MATERIAL_TYPE_ID,PROPAGATIVE_MATERIAL_TYPE,PRODUCER_ID,PRODUCER_NAME,TOTAL_SAMPLING_UNITS,TOTAL_PLANT_QUANTITY,SUBMITTED_DATETIME,REMARKS,CONFIDENCE_LEVEL,RISK_RATING,DETECTION_LEVEL,REQUIRED_NUMBER_OF_BOXES,PULL_NUMBERS,IS_CERTIFIED_OFFSHORE_GREENHOUSE,IS_ACTIVE,CREATED_BY_USER_ID,CREATED_BY_USER_FIRST_NAME,CREATED_BY_USER_MIDDLE_NAME,CREATED_BY_USER_LAST_NAME,CREATED_DATETIME,MODIFIED_BY_USER_ID,MODIFIED_BY_USER_FIRST_NAME,MODIFIED_BY_USER_MIDDLE_NAME,MODIFIED_BY_USER_LAST_NAME,MODIFIED_DATETIME,remarks2,pack_plant
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,INNOVAPLANT DE COSTA RICA,47,61218,,,,,,13,,,,,,,,,,,,,,,
51,51,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Israel,,Unrooted Cutting,,INDUSTRIAS AGRICOLAS CENTRO AMERICANAS,1,7700,,,,,,12,,,,,,,,,,,,,,,
51,51,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,TIGRA VERDE S.A.,4,495,,,,,,25,,,,,,,,,,,,,,,
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Viet Nam,,Rooted Cutting (including air layer),,DONGGUAN,7,5894,,,,,,2,,,,,,,,,,,,,,,
51,51,,Seattle PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Viet Nam,,Rooted Plant (including grafted),,"HUANG,WEI-HSUN",29,11045,,,,,,12,,,,,,,,,,,,,,,
51,51,,Atlanta PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Guatemala,,Rooted Plant (including grafted),,JARDINES TERRAGARDEN,3,702,,,,,,28,,,,,,,,,,,,,,,
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Mexico,,Unrooted Cutting,,Kantapat Kaewpradith,1,19,,,,,,26,,,,,,,,,,,,,,,
51,51,,Atlanta PIS,,,,,Airport - Aircraft - Mail - PIS Mail,,,Guatemala,,Unrooted Cutting,,LA FLORESTA CROPS DE GUATEMALA S.A. BOX 21-32,6,176620,,,,,,27,,,,,,,,,,,,,,,
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,INNOVA PLANT,24,79096,,,,,,5,,,,,,,,,,,,,,,
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,China,,Rooted Plant (including grafted),,ZHANGZHOU SUPERIOR IMP&EXP CO LT,13,16683,,,,,,10,,,,,,,,,,,,,,,
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,TURRIPLANTAS S.A. DRACAENA,52,413,,,,,,7,,,,,,,,,,,,,,,
51,51,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,Agropecuaria Marso,0,4,,,,,,2,,,,,,,,,,,,,,,
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,China,,Rooted Plant (including grafted),,IVAGRO S A BOXES 42-48,18,62951,,,,,,8,,,,,,,,,,,,,,,
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,Not Selected,6,10133,,,,,,10,,,,,,,,,,,,,,,
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Taiwan,,Unrooted Cutting,,KAPOK PLANTAS,2,28134,,,,,,11,,,,,,,,,,,,,,,
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Rooted Plant (including grafted),,"INVERSIONES AGROCOMERCIALES DE GUATEMALA, S.A.(IVAGRO, S.A.)",2,51578,,,,,,26,,,,,,,,,,,,,,,
51,51,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,TROPI PLANTAS S. A.,28,42,,,,,,2,,,,,,,,,,,,,,,
51,51,,San Diego PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,COSTA FARMS DOM,34,2763,,,,,,15,,,,,,,,,,,,,,,
51,51,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Rooted Plant (including grafted),,FOLLAJES INTERNACIONALES SA,20,73123,,,,,,5,,,,,,,,,,,,,,,
51,51,,Linden PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Nicaragua,,Unrooted Cutting,,PLANTAS ORNAMENTALES DE COSTA RICA,90,1054,,,,,,9,,,,,,,,,,,,,,,
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Colombia,,Unrooted Cutting,,FLORAPLANT SA DE CV,0,1504,,,,,,9,,,,,,,,,,,,,,,
51,51,,Los Angeles PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Kenya,,Rooted Plant (including grafted),,PLANTAS ORNAMENTALES DE COSTA RI,63,635498,,,,,,12,,,,,,,,,,,,,,,
51,51,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Peru,,Rooted Plant (including grafted),,LA FLORESTA ORNAMENTALES S.A.,7,4701,,,,,,17,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,MECA DE OROTINA,10,1989,,,,,,17,,,,,,,,,,,,,,,
52,52,,Los Angeles PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Thailand,,Unrooted Cutting,,ORCHIS FLORICULTURE INC,6,6242,,,,,,3,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,DUMMEN GMBH,8,38883,,,,,,25,,,,,,,,,,,,,,,
52,52,,Orlando PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,VITA FARMS Box 7801-7802,12,13584,,,,,,18,,,,,,,,,,,,,,,
52,52,,Houston PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Taiwan,,Unrooted Cutting,,NICHAPA JANBAVONKIJ,2,816,,,,,,9,,,,,,,,,,,,,,,
52,52,,Linden PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Budwood/Graftwood (scion),,TURRIPLANTAS S.A. ,3,3169,,,,,,13,,,,,,,,,,,,,,,
52,52,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,INDUSTRIAS AGRICOLAS CENTRO AMERICANAS,32,158070,,,,,,10,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Indonesia,,Rooted Plant (including grafted),,INNOVAPLANT DE COSTA RICA,2,5894,,,,,,5,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Airport - Aircraft - Express Carrier - PIS,,,Poland,,Rooted Cutting (including air layer),,SAPO VERDE C001,2,2880,,,,,,6,,,,,,,,,,,,,,,
52,52,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Mexico,,Rooted Plant (including grafted),,QUANZHOU LIUSENG BIOTECHNOLOGY C,0,1134,,,,,,28,,,,,,,,,,,,,,,
52,52,,Carolina PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Kenya,,Unrooted Cutting,,FOLLAJES INTERNACIONALES SA 1-6,2,2261,,,,,,5,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,India,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,FIDES GUATEMALA S A,31,106171,,,,,,8,,,,,,,,,,,,,,,
52,52,,JFK PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,"MEI CEI ORCHIDS CO.,LTD.",0,8009,,,,,,12,,,,,,,,,,,,,,,
52,52,,Linden PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,Same as Shipper,5,9790,,,,,,1,,,,,,,,,,,,,,,
52,52,,Seattle PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,ARCO IRIS DEL CARIBE S.A.,17,50112,,,,,,24,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,ANNIA FUENTES Box 101-103,4,2065,,,,,,18,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Costa Rica,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,LA FLOR EXOTICA DEL CARIBE BULLIS SA,9,2722,,,,,,10,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Thailand,,Unrooted Cutting,,TICOPLANT,0,2753,,,,,,4,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Rooted Plant (including grafted),,"HUTA Green Co,LLC",29,1111,,,,,,13,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Dominican Republic,,Rooted Plant (including grafted),,Not Selected,16,166904,,,,,,2,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Plant (including grafted),,FLORICULTURA Y CIA LTDA,15,14804,,,,,,21,,,,,,,,,,,,,,,
52,52,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Poland,,Unrooted Cutting,,COSTA FAMRS LLC,62,5851,,,,,,9,,,,,,,,,,,,,,,
53,53,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Viet Nam,,Unrooted Cutting,,VITA FARMS Box 301-335,5,1063,,,,,,16,,,,,,,,,,,,,,,
53,53,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Cutting (including air layer),,GASAN  SOCIEDAD ANONIMA,168,378273,,,,,,4,,,,,,,,,,,,,,,
53,53,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Poland,,Unrooted Plant,,KAPOK PLANTS S.A,19,10863,,,,,,2,,,,,,,,,,,,,,,
53,53,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,India,,Unrooted Plant,,PLANTAS ILIMITADAS,0,11,,,,,,26,,,,,,,,,,,,,,,
53,53,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Zimbabwe,,Rooted Plant (including grafted),,SUN HSIN JU,2,94,,,,,,7,,,,,,,,,,,,,,,
53,53,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Cutting (including air layer),,Honest Cactus Africa,0,24840,,,,,,14,,,,,,,,,,,,,,,
53,53,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,Same as Shipper,18,20337,,,,,,14,,,,,,,,,,,,,,,
54,54,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,Ornamentales Sapo Verde 301-320,26,83622,,,,,,15,,,,,,,,,,,,,,,
54,54,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Rooted Plant (including grafted),,VIVERO LAS GARDENIAS,13,84891,,,,,,14,,,,,,,,,,,,,,,
54,54,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Cutting (including air layer),,THREETHAWAT PHRAESIWAROJ,28,19451,,,,,,6,,,,,,,,,,,,,,,
54,54,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,Not Selected,16,182076,,,,,,19,,,,,,,,,,,,,,,
54,54,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,ASTERIX SA,101,383521,,,,,,10,,,,,,,,,,,,,,,
54,54,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,FERTIPLANT B V,0,3,,,,,,11,,,,,,,,,,,,,,,
54,54,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,Wirote Makmoon,4,408,,,,,,15,,,,,,,,,,,,,,,
54,54,,Seattle PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Taiwan,,Unrooted Cutting,,ROYAL VAN ZANTEN LTD,0,83,,,,,,27,,,,,,,,,,,,,,,
54,54,,Miami PIS,,,,,Airport - Aircraft - Express Carrier - PIS,,,Mexico,,Unrooted Cutting,,ORNAMENTALES DE SAPO VERDE 6201-6202,4,1290,,,,,,14,,,,,,,,,,,,,,,
54,54,,JFK PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Brazil,,Unrooted Cutting,,FOSACO CO LTD,77,11106,,,,,,13,,,,,,,,,,,,,,,
54,54,,JFK PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Netherlands,,Rooted Plant (including grafted),,Ornamentales Sapo Verde 1110,2,20091,,,,,,1,,,,,,,,,,,,,,,
54,54,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Kenya,,Unrooted Cutting,,ANNIA FUENTES MARTINEZ,46,8407,,,,,,8,,,,,,,,,,,,,,,
55,55,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Costa Rica,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,PLANTAS ORNAMENTALES DE COSTA RICA,6,3098,,,,,,19,,,,,,,,,,,,,,,
55,55,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Plant,,PT FLORION,15,1377,,,,,,1,,,,,,,,,,,,,,,
55,55,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Kenya,,Unrooted Cutting,,LOS PINOS POPTUN,6,17547,,,,,,25,,,,,,,,,,,,,,,
55,55,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,IRIBOV BV,0,342,,,,,,10,,,,,,,,,,,,,,,
55,55,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Cutting (including air layer),,NATTA 1565 LIMITED PARTNERSHIP,1,229,,,,,,20,,,,,,,,,,,,,,,
55,55,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,"ORNAMENTALES SAPO VERDE S A, BOX 6201-6202",22,22683,,,,,,5,,,,,,,,,,,,,,,
55,55,,JFK PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,Ornamentales Sapo Verde Box 501-542,7,40282,,,,,,15,,,,,,,,,,,,,,,
55,55,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,INNOVAPLANT DE COSTA RICA,12,8383,,,,,,26,,,,,,,,,,,,,,,
55,55,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Nicaragua,,Rooted Plant (including grafted),,KAPOK PLANTAS S A,22,81526,,,,,,24,,,,,,,,,,,,,,,
55,55,,Seattle PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Plant (including grafted),,Not Selected,0,93,,,,,,21,,,,,,,,,,,,,,,
55,55,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,Not Selected,10,44760,,,,,,22,,,,,,,,,,,,,,,
55,55,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,China,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,COOPEINDIA R.L. BOX 37-57 ,62,111932,,,,,,2,,,,,,,,,,,,,,,
55,55,,Atlanta PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Thailand,,Rooted Plant (including grafted),,INNOVA PLANT,45,40644,,,,,,24,,,,,,,,,,,,,,,
55,55,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,FLORICULTURA Y COMPANIA LTDA,2,1845,,,,,,22,,,,,,,,,,,,,,,
55,55,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,COOPEINDIA R.L Box 900-923,14,11288,,,,,,6,,,,,,,,,,,,,,,
55,55,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Netherlands,,Unrooted Cutting,,COOPERATIVA AGRICOLA REGIONAL DE Box 25-27,15,9958,,,,,,16,,,,,,,,,,,,,,,
55,55,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,BEAUTY LINE GUATEMALA,2,873,,,,,,1,,,,,,,,,,,,,,,
55,55,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,CHOMPOONUT KHONGMAN,0,4,,,,,,16,,,,,,,,,,,,,,,
55,55,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,"Korea, South",,Unrooted Cutting,,Amarilis Ninet,1,24,,,,,,27,,,,,,,,,,,,,,,
55,55,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,KAPOK PLANTS S.A,2,961,,,,,,24,,,,,,,,,,,,,,,
55,55,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,IVAGRO S.A.,6,26068,,,,,,27,,,,,,,,,,,,,,,
56,56,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Kenya,,Unrooted Cutting,,ZHANGZHOU SPRING SUNSHINE IMP &EXP,74,86758,,,,,,14,,,,,,,,,,,,,,,
56,56,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Colombia,,Unrooted Plant,,ORNAMENTALES SAPO VERDE Box 8001-8009,41,113216,,,,,,15,,,,,,,,,,,,,,,
56,56,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Mexico,,Rooted Plant (including grafted),,IVAGRO S.A.,8,5464,,,,,,6,,,,,,,,,,,,,,,
56,56,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Mexico,,Unrooted Cutting,,ASTERIX SA,19,126239,,,,,,9,,,,,,,,,,,,,,,
56,56,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,THE QUEENS FLOWERS,1,79,,,,,,16,,,,,,,,,,,,,,,
56,56,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,El Salvador,,Unrooted Cutting,,INDUSTRIAS AGRICOLAS CENTRO AMER,38,166678,,,,,,4,,,,,,,,,,,,,,,
56,56,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,LUCHA ORNAMENTAL SA,5,581,,,,,,7,,,,,,,,,,,,,,,
56,56,,Los Angeles PIS,,,,,Airport - Aircraft - Express Carrier - PIS,,,Poland,,"Bulb, Corm, Rhizome, Tuberous Stem",,Pollen Limited,0,9,,,,,,1,,,,,,,,,,,,,,,
56,56,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,LAS LIMAS S A,4,4081,,,,,,13,,,,,,,,,,,,,,,
56,56,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,INVERSIONES AGROCOMERCIALES,9,7043,,,,,,22,,,,,,,,,,,,,,,
56,56,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Plant (including grafted),,POPOW ORCHIDS,7,3066,,,,,,2,,,,,,,,,,,,,,,
56,56,,Linden PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,INNOVAPLANT DE COSTA RICA,9,1217,,,,,,24,,,,,,,,,,,,,,,
56,56,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,China,,Unrooted Cutting,,ORNAMENTALES AMARILIS NINET,10,47571,,,,,,25,,,,,,,,,,,,,,,
56,56,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,TUCAN EXPORTERS,1,1722,,,,,,11,,,,,,,,,,,,,,,
56,56,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Netherlands,,Rooted Plant (including grafted),,GASAN S A,3,1431,,,,,,20,,,,,,,,,,,,,,,
56,56,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Sri Lanka,,Rooted Plant (including grafted),,MYM PRODUCTORES S.A,0,3501,,,,,,27,,,,,,,,,,,,,,,
57,57,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Netherlands,,Rooted Plant (including grafted),,Cerca del Paraiso Box 101-,35,28140,,,,,,2,,,,,,,,,,,,,,,
57,57,,Houston PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,INNOVA PLANT DE COSTA RICA SA,0,5712,,,,,,14,,,,,,,,,,,,,,,
57,57,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Uganda,,Rooted Plant (including grafted),,AGROINDUSTRIALES CHORTI,1,5,,,,,,27,,,,,,,,,,,,,,,
57,57,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Rooted Plant (including grafted),,KP HOLLAND B.V,0,15167,,,,,,9,,,,,,,,,,,,,,,
57,57,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Mexico,,Unrooted Cutting,,Same as Shipper,3,1526,,,,,,4,,,,,,,,,,,,,,,
57,57,,Los Angeles PIS,,,,,Airport - Aircraft - Express Carrier - PIS,,,Nicaragua,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,AGROPECUARIA PENIEL S.A. (GUATEXOTIC),37,52849,,,,,,1,,,,,,,,,,,,,,,
57,57,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Malaysia,,Rooted Cutting (including air layer),,"KAPOK PLANTAS, S.A.",10,3248,,,,,,6,,,,,,,,,,,,,,,
57,57,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,AGRIGENTUM S A,6,21093,,,,,,3,,,,,,,,,,,,,,,
57,57,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Cutting (including air layer),,Not Selected,1,1829,,,,,,24,,,,,,,,,,,,,,,
57,57,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,BEAUTY LINE GUATEMALA,12,18181,,,,,,13,,,,,,,,,,,,,,,
57,57,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Rooted Plant (including grafted),,VIVERO INTERNACIONAL S.A. DE C.V,1,1921,,,,,,22,,,,,,,,,,,,,,,
57,57,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Indonesia,,Unrooted Cutting,,PLANT SOURCE INTERNATIONAL MEXIC,100,195582,,,,,,11,,,,,,,,,,,,,,,
57,57,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Taiwan,,Rooted Plant (including grafted),,KENYA CUTTINGS LIMITED,97,519951,,,,,,26,,,,,,,,,,,,,,,
57,57,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Plant (including grafted),,PRODUCTOS VALPARAISO,7,965,,,,,,1,,,,,,,,,,,,,,,
57,57,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Plant,,Mr. Wirote Makmoon,3,24006,,,,,,2,,,,,,,,,,,,,,,
57,57,,Miami PIS,,,,,Airport - Aircraft - Express Carrier - PIS,,,Netherlands,,Rooted Plant (including grafted),,FERTIPLANT B V,7,4333,,,,,,21,,,,,,,,,,,,,,,
57,57,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,China,,Rooted Cutting (including air layer),,Not Selected,1,900,,,,,,15,,,,,,,,,,,,,,,
57,57,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,India,,Rooted Plant (including grafted),,Thana Sukkasem,75,4530,,,,,,25,,,,,,,,,,,,,,,
57,57,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Mexico,,Rooted Plant (including grafted),,LAS LIMAS,0,32573,,,,,,24,,,,,,,,,,,,,,,
57,57,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,China,,Rooted Plant (including grafted),,EXPORTADORA IMPERIO VERDE,0,3451,,,,,,11,,,,,,,,,,,,,,,
58,58,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Nicaragua,,Unrooted Cutting,,IVAGRO S A BOXES 42-48,133,143350,,,,,,18,,,,,,,,,,,,,,,
58,58,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,KANSOM CO LTD,2,3147,,,,,,10,,,,,,,,,,,,,,,
58,58,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,DALAT HASFARM CO LTD,3,716,,,,,,13,,,,,,,,,,,,,,,
58,58,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Mexico,,Unrooted Cutting,,SHENZHEN ZHIZE WEISI SUPPLY CHAIN,2,1878,,,,,,8,,,,,,,,,,,,,,,
58,58,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,China,,Rooted Cutting (including air layer),,ORNAMENTAL DE SAPO Verde  031-039,1,8,,,,,,8,,,,,,,,,,,,,,,
58,58,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,India,,Rooted Cutting (including air layer),,"VIVERO INTERNACIONAL S,A DE C.V",4,19494,,,,,,10,,,,,,,,,,,,,,,
58,58,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,INNOVA PLANT DE COSTA RICA SA,7,24444,,,,,,4,,,,,,,,,,,,,,,
58,58,,Linden PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,LA FLORESTA ORNAMENTALES S A,40,94257,,,,,,21,,,,,,,,,,,,,,,
58,58,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,Same as Shipper,21,39085,,,,,,1,,,,,,,,,,,,,,,
58,58,,JFK PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Colombia,,Unrooted Plant,,ANTHURA B.V.,0,179,,,,,,13,,,,,,,,,,,,,,,
