INSPECTION_NUMBER,INSPECTION_LOCATION_NAME,PATHWAY,COUNTRY_OF_ORIGIN_NAME,PROPAGATIVE_MATERIAL_TYPE,TOTAL_SAMPLING_UNITS,TOTAL_PLANT_QUANTITY,PRODUCER
INS-9978,Los Angeles PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",407,826,Hines Horticulture
INS-1004,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),17,1235,Bell Nursery
INS-9953,Los Angeles PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),0,293,Silver Terrace Nursery
INS-9978,Los Angeles PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",49,64,Van Wingerden International Inc.
INS-9003,Miami PIS,Air,Japan,Budwood/Graftwood (scion),77,0,'Nash Greenhouses
INS-9978,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),0,1063,White's Nursery & Greenhouses Inc.
INS-4946,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),137,2818,Operation
INS-4039,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),0,2320,Kent's Bromeliads Nursery Inc.
INS-5167,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",289,3525,Grower Direct Farms
INS-1881,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),1074,26558,"Bergen's Greenhouses, Inc."
INS-9228,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),947,23337,Bob's Market & Greenhouses Inc.
INS-6429,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),570,26457,Kawahara Nurseries
INS-2377,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",343,25209,El Modeno Gardens Inc.
INS-7047,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",573,26665,Lucas Greenhouses
INS-6494,Los Angeles PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",812,26199,Aldershot of New Mexico Inc.
INS-3102,Los Angeles PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),470,28563,Silver Terrace Nursery
INS-1211,Los Angeles PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),826,28690,Timberline Nursery Inc.
INS-3963,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),782,27780,Dewar Nurseries
INS-9978,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),262,22266,El Modeno Gardens Inc.
INS-8032,Los Angeles PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",514,24876,California Pajarosa
INS-5618,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),356,27410,Hermann Engelmann Greenhouses
INS-2140,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),708,26085,Kerry's Bromeliads
INS-3692,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",534,26192,GroLink Plant Co.
INS-4428,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",476,26149,Pacifica Flowers
INS-2429,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),821,27794,Myriad Flowers International
INS-1004,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),883,21642,Kitayama Brothers
INS-1805,Atlanta PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",761,25762,"Bergen's Greenhouses, Inc."
INS-1816,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),153,22622,Northwest Horticulture
INS-4729,Los Angeles PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",605,25200,Elzinga & Hoeksema Greenhouses
INS-4862,Los Angeles PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",682,25595,Dewar Nurseries
INS-3880,Miami PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",463,28994,Kerry's Bromeliads
INS-3993,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),640,28167,Altman Plants
INS-2103,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),761,25953,Paul Ecke Ranch
INS-4097,Los Angeles PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),935,25815,"Young's Plant Farm, Inc."
INS-3695,Los Angeles PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",666,23327,Twixwood Nursery LLC
INS-6941,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),499,22893,Metrolina Greenhouses
INS-2658,Atlanta PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",646,29288,Operation
INS-4062,Los Angeles PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",833,26473,Post Gardens Inc.
INS-4946,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),898,25629,Petitti Garden Center (Casa Verde)
INS-5904,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",654,26657,"Matsui Nursery, Inc."
INS-6378,Los Angeles PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),672,24218,Dan & Jerry's Greenhouse
INS-4417,Los Angeles PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),879,25978,"Costa Farms, LLC"
INS-1712,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),255,28286,Aris (formerly Yoder Brothers)
INS-2814,Los Angeles PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",416,24355,Cuthbert Greenhouse
INS-3564,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),661,23811,Mid-American Growers
INS-7981,Los Angeles PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",600,27819,'Nash Greenhouses
INS-5244,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),802,28654,Hermann Engelmann Greenhouses
INS-4637,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",831,27139,Delray Plants Inc.
INS-8372,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),679,27025,Dallas Johnson Greenhouses
INS-4804,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",777,28310,Dewar Nurseries
INS-4332,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),744,24882,Aldershot of New Mexico Inc.
INS-3250,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),236,25983,Operation
INS-2652,Los Angeles PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),392,25364,Delray Plants Inc.
INS-6017,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),320,25684,"Matsui Nursery, Inc."
INS-7989,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",535,23725,Maria Gardens Greenhouses Inc.
INS-4873,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),722,27426,Johannes Flowers Inc.
INS-1881,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),189,26028,"Farmers' West Flowers & Bouquets, Inc."
INS-5649,Miami PIS,Air,Netherlands,"Root cutting, crown, or clump, Tuberous Root",644,26738,Green Circle Growers
INS-1004,Atlanta PIS,Air,India,Budwood/Graftwood (scion),398,31669,El Modeno Gardens Inc.
INS-8690,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",469,21898,Alex R. Masson
INS-5082,Los Angeles PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",545,21536,Heartland Growers
INS-6713,Miami PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",1022,26357,Kube-Pak
INS-6825,Los Angeles PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),732,25130,Kerry's Bromeliads
INS-3277,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),594,31424,Sawyer Nursery
INS-4435,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",650,29303,Metrolina Greenhouses
INS-9218,Los Angeles PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),725,25051,'Nash Greenhouses
INS-5904,Miami PIS,Train,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),691,25773,Clearwater Nursery
